"'00","'000","'00","'000","'0000","全國"
"'63","'000","'00","'000","'0000","臺北市"
"'63","'000","'00","'120","'0000","北投區"
"'63","'000","'00","'120","'0001","建民里"
"'63","'000","'00","'120","'0002","文林里"
"'63","'000","'00","'120","'0003","石牌里"
"'63","'000","'00","'120","'0004","福興里"
"'63","'000","'00","'120","'0005","榮光里"
"'63","'000","'00","'120","'0006","榮華里"
"'63","'000","'00","'120","'0007","裕民里"
"'63","'000","'00","'120","'0008","振華里"
"'63","'000","'00","'120","'0009","永和里"
"'63","'000","'00","'120","'0010","永欣里"
"'63","'000","'00","'120","'0011","永明里"
"'63","'000","'00","'120","'0012","東華里"
"'63","'000","'00","'120","'0013","吉利里"
"'63","'000","'00","'120","'0014","吉慶里"
"'63","'000","'00","'120","'0015","尊賢里"
"'63","'000","'00","'120","'0016","立賢里"
"'63","'000","'00","'120","'0017","立農里"
"'63","'000","'00","'120","'0018","八仙里"
"'63","'000","'00","'120","'0019","洲美里"
"'63","'000","'00","'120","'0020","奇岩里"
"'63","'000","'00","'120","'0021","清江里"
"'63","'000","'00","'120","'0022","中央里"
"'63","'000","'00","'120","'0023","長安里"
"'63","'000","'00","'120","'0024","大同里"
"'63","'000","'00","'120","'0025","溫泉里"
"'63","'000","'00","'120","'0026","林泉里"
"'63","'000","'00","'120","'0027","中心里"
"'63","'000","'00","'120","'0028","中庸里"
"'63","'000","'00","'120","'0029","開明里"
"'63","'000","'00","'120","'0030","中和里"
"'63","'000","'00","'120","'0031","智仁里"
"'63","'000","'00","'120","'0032","秀山里"
"'63","'000","'00","'120","'0033","文化里"
"'63","'000","'00","'120","'0034","豐年里"
"'63","'000","'00","'120","'0035","稻香里"
"'63","'000","'00","'120","'0036","桃源里"
"'63","'000","'00","'120","'0037","一德里"
"'63","'000","'00","'120","'0038","關渡里"
"'63","'000","'00","'120","'0039","泉源里"
"'63","'000","'00","'120","'0040","湖山里"
"'63","'000","'00","'120","'0041","大屯里"
"'63","'000","'00","'120","'0042","湖田里"
"'63","'000","'00","'110","'0000","士林區"
"'63","'000","'00","'110","'0001","仁勇里"
"'63","'000","'00","'110","'0002","義信里"
"'63","'000","'00","'110","'0003","福林里"
"'63","'000","'00","'110","'0004","福德里"
"'63","'000","'00","'110","'0005","福志里"
"'63","'000","'00","'110","'0006","舊佳里"
"'63","'000","'00","'110","'0007","福佳里"
"'63","'000","'00","'110","'0008","後港里"
"'63","'000","'00","'110","'0009","福中里"
"'63","'000","'00","'110","'0010","前港里"
"'63","'000","'00","'110","'0011","百齡里"
"'63","'000","'00","'110","'0012","承德里"
"'63","'000","'00","'110","'0013","福華里"
"'63","'000","'00","'110","'0014","明勝里"
"'63","'000","'00","'110","'0015","福順里"
"'63","'000","'00","'110","'0016","富光里"
"'63","'000","'00","'110","'0017","葫蘆里"
"'63","'000","'00","'110","'0018","葫東里"
"'63","'000","'00","'110","'0019","社子里"
"'63","'000","'00","'110","'0020","社新里"
"'63","'000","'00","'110","'0021","社園里"
"'63","'000","'00","'110","'0022","永倫里"
"'63","'000","'00","'110","'0023","福安里"
"'63","'000","'00","'110","'0024","富洲里"
"'63","'000","'00","'110","'0025","岩山里"
"'63","'000","'00","'110","'0026","名山里"
"'63","'000","'00","'110","'0027","德行里"
"'63","'000","'00","'110","'0028","德華里"
"'63","'000","'00","'110","'0029","聖山里"
"'63","'000","'00","'110","'0030","忠誠里"
"'63","'000","'00","'110","'0031","芝山里"
"'63","'000","'00","'110","'0032","東山里"
"'63","'000","'00","'110","'0033","三玉里"
"'63","'000","'00","'110","'0034","蘭雅里"
"'63","'000","'00","'110","'0035","蘭興里"
"'63","'000","'00","'110","'0036","天福里"
"'63","'000","'00","'110","'0037","天祿里"
"'63","'000","'00","'110","'0038","天壽里"
"'63","'000","'00","'110","'0039","天和里"
"'63","'000","'00","'110","'0040","天山里"
"'63","'000","'00","'110","'0041","天玉里"
"'63","'000","'00","'110","'0042","天母里"
"'63","'000","'00","'110","'0043","永福里"
"'63","'000","'00","'110","'0044","公館里"
"'63","'000","'00","'110","'0045","新安里"
"'63","'000","'00","'110","'0046","陽明里"
"'63","'000","'00","'110","'0047","菁山里"
"'63","'000","'00","'110","'0048","平等里"
"'63","'000","'00","'110","'0049","溪山里"
"'63","'000","'00","'110","'0050","翠山里"
"'63","'000","'00","'110","'0051","臨溪里"
"'63","'000","'00","'100","'0000","內湖區"
"'63","'000","'00","'100","'0001","西湖里"
"'63","'000","'00","'100","'0002","西康里"
"'63","'000","'00","'100","'0003","西安里"
"'63","'000","'00","'100","'0005","港墘里"
"'63","'000","'00","'100","'0006","港都里"
"'63","'000","'00","'100","'0007","港富里"
"'63","'000","'00","'100","'0008","港華里"
"'63","'000","'00","'100","'0009","內湖里"
"'63","'000","'00","'100","'0010","湖濱里"
"'63","'000","'00","'100","'0011","紫星里"
"'63","'000","'00","'100","'0012","大湖里"
"'63","'000","'00","'100","'0013","金龍里"
"'63","'000","'00","'100","'0014","金瑞里"
"'63","'000","'00","'100","'0015","碧山里"
"'63","'000","'00","'100","'0016","紫雲里"
"'63","'000","'00","'100","'0017","清白里"
"'63","'000","'00","'100","'0018","葫洲里"
"'63","'000","'00","'100","'0019","紫陽里"
"'63","'000","'00","'100","'0020","瑞陽里"
"'63","'000","'00","'100","'0021","瑞光里"
"'63","'000","'00","'100","'0022","五分里"
"'63","'000","'00","'100","'0023","東湖里"
"'63","'000","'00","'100","'0024","樂康里"
"'63","'000","'00","'100","'0025","內溝里"
"'63","'000","'00","'100","'0026","週美里"
"'63","'000","'00","'100","'0027","行善里"
"'63","'000","'00","'100","'0028","石潭里"
"'63","'000","'00","'100","'0029","湖興里"
"'63","'000","'00","'100","'0030","湖元里"
"'63","'000","'00","'100","'0031","安湖里"
"'63","'000","'00","'100","'0032","秀湖里"
"'63","'000","'00","'100","'0033","安泰里"
"'63","'000","'00","'100","'0034","金湖里"
"'63","'000","'00","'100","'0035","康寧里"
"'63","'000","'00","'100","'0036","明湖里"
"'63","'000","'00","'100","'0037","蘆洲里"
"'63","'000","'00","'100","'0038","麗山里"
"'63","'000","'00","'100","'0039","寶湖里"
"'63","'000","'00","'100","'0040","南湖里"
"'63","'000","'00","'090","'0000","南港區"
"'63","'000","'00","'090","'0001","南港里"
"'63","'000","'00","'090","'0002","中南里"
"'63","'000","'00","'090","'0004","三重里"
"'63","'000","'00","'090","'0003","新富里"
"'63","'000","'00","'090","'0017","中研里"
"'63","'000","'00","'090","'0018","九如里"
"'63","'000","'00","'090","'0016","舊莊里"
"'63","'000","'00","'090","'0005","東新里"
"'63","'000","'00","'090","'0020","重陽里"
"'63","'000","'00","'090","'0007","東明里"
"'63","'000","'00","'090","'0008","西新里"
"'63","'000","'00","'090","'0009","玉成里"
"'63","'000","'00","'090","'0010","合成里"
"'63","'000","'00","'090","'0006","新光里"
"'63","'000","'00","'090","'0015","聯成里"
"'63","'000","'00","'090","'0012","萬福里"
"'63","'000","'00","'090","'0013","鴻福里"
"'63","'000","'00","'090","'0014","百福里"
"'63","'000","'00","'090","'0011","成福里"
"'63","'000","'00","'090","'0019","仁福里"
"'63","'000","'00","'010","'0000","松山區"
"'63","'000","'00","'010","'0002","莊敬里"
"'63","'000","'00","'010","'0003","東榮里"
"'63","'000","'00","'010","'0004","三民里"
"'63","'000","'00","'010","'0005","新益里"
"'63","'000","'00","'010","'0006","富錦里"
