05,000,04,000,0000,1,陳素月,2,2,0550118,49,,,N,*
05,000,04,000,0000,2,洪麗娜,99,2,0441016,59,,,N,
05,000,04,000,0000,3,卓伯源,1,1,0540327,49,,,N,
05,000,04,000,0000,4,張春男,99,1,0300227,73,,,N,
