"'00","'000","'00","'000","'0000","全國"
"'10","'004","'00","'000","'0000","新竹縣"
"'10","'004","'00","'010","'0000","竹北市"
"'10","'004","'01","'010","'0000","竹北市第01選區"
"'10","'004","'01","'010","'0002","鹿場里"
"'10","'004","'01","'010","'0003","東平里"
"'10","'004","'01","'010","'0004","中興里"
"'10","'004","'01","'010","'0005","隘口里"
"'10","'004","'01","'010","'0006","東海里"
"'10","'004","'01","'010","'0027","東興里"
"'10","'004","'01","'010","'0028","北興里"
"'10","'004","'01","'010","'0021","十興里"
"'10","'004","'01","'010","'0029","興安里"
"'10","'004","'01","'010","'0030","文化里"
"'10","'004","'02","'010","'0000","竹北市第02選區"
"'10","'004","'02","'010","'0001","斗崙里"
"'10","'004","'02","'010","'0024","北崙里"
"'10","'004","'02","'010","'0025","新崙里"
"'10","'004","'02","'010","'0007","竹北里"
"'10","'004","'02","'010","'0008","竹仁里"
"'10","'004","'02","'010","'0026","福德里"
"'10","'004","'02","'010","'0009","竹義里"
"'10","'004","'02","'010","'0010","泰和里"
"'10","'004","'03","'010","'0000","竹北市第03選區"
"'10","'004","'03","'010","'0011","新社里"
"'10","'004","'03","'010","'0022","新國里"
"'10","'004","'03","'010","'0012","聯興里"
"'10","'004","'04","'010","'0000","竹北市第04選區"
"'10","'004","'04","'010","'0013","麻園里"
"'10","'004","'04","'010","'0014","溪州里"
"'10","'004","'04","'010","'0023","新庄里"
"'10","'004","'04","'010","'0015","白地里"
"'10","'004","'04","'010","'0016","新港里"
"'10","'004","'04","'010","'0019","大眉里"
"'10","'004","'04","'010","'0017","大義里"
"'10","'004","'04","'010","'0020","尚義里"
"'10","'004","'04","'010","'0018","崇義里"
"'10","'004","'00","'020","'0000","竹東鎮"
"'10","'004","'01","'020","'0000","竹東鎮第01選區"
"'10","'004","'01","'020","'0001","上坪里"
"'10","'004","'01","'020","'0002","瑞峰里"
"'10","'004","'01","'020","'0003","軟橋里"
"'10","'004","'01","'020","'0004","員崠里"
"'10","'004","'01","'020","'0006","上舘里"
"'10","'004","'01","'020","'0005","東寧里"
"'10","'004","'01","'020","'0021","中正里"
"'10","'004","'02","'020","'0000","竹東鎮第02選區"
"'10","'004","'02","'020","'0007","大鄉里"
"'10","'004","'02","'020","'0020","中山里"
"'10","'004","'02","'020","'0022","南華里"
"'10","'004","'02","'020","'0008","東華里"
"'10","'004","'02","'020","'0009","商華里"
"'10","'004","'02","'020","'0010","竹東里"
"'10","'004","'03","'020","'0000","竹東鎮第03選區"
"'10","'004","'03","'020","'0012","鷄林里"
"'10","'004","'03","'020","'0013","仁愛里"
"'10","'004","'03","'020","'0024","忠孝里"
"'10","'004","'03","'020","'0011","榮樂里"
"'10","'004","'03","'020","'0023","榮華里"
"'10","'004","'03","'020","'0014","五豐里"
"'10","'004","'03","'020","'0025","陸豐里"
"'10","'004","'04","'020","'0000","竹東鎮第04選區"
"'10","'004","'04","'020","'0015","三重里"
"'10","'004","'04","'020","'0019","二重里"
"'10","'004","'04","'020","'0016","頭重里"
"'10","'004","'04","'020","'0017","員山里"
"'10","'004","'04","'020","'0018","柯湖里"
"'10","'004","'00","'030","'0000","新埔鎮"
"'10","'004","'01","'030","'0000","新埔鎮第01選區"
"'10","'004","'01","'030","'0008","新埔里"
"'10","'004","'01","'030","'0009","新生里"
"'10","'004","'01","'030","'0010","新民里"
"'10","'004","'01","'030","'0007","田新里"
"'10","'004","'01","'030","'0006","旱坑里"
"'10","'004","'01","'030","'0004","五埔里"
"'10","'004","'01","'030","'0005","四座里"
"'10","'004","'02","'030","'0000","新埔鎮第02選區"
"'10","'004","'02","'030","'0016","照門里"
"'10","'004","'02","'030","'0017","清水里"
"'10","'004","'02","'030","'0018","鹿鳴里"
"'10","'004","'02","'030","'0019","新北里"
"'10","'004","'02","'030","'0015","巨埔里"
"'10","'004","'03","'030","'0000","新埔鎮第03選區"
"'10","'004","'03","'030","'0001","內立里"
"'10","'004","'03","'030","'0002","寶石里"
"'10","'004","'03","'030","'0003","文山里"
"'10","'004","'04","'030","'0000","新埔鎮第04選區"
"'10","'004","'04","'030","'0011","上寮里"
"'10","'004","'04","'030","'0012","下寮里"
"'10","'004","'04","'030","'0013","南平里"
"'10","'004","'04","'030","'0014","北平里"
"'10","'004","'00","'040","'0000","關西鎮"
"'10","'004","'01","'040","'0000","關西鎮第01選區"
"'10","'004","'01","'040","'0001","東興里"
"'10","'004","'01","'040","'0002","西安里"
"'10","'004","'01","'040","'0003","南雄里"
"'10","'004","'01","'040","'0004","北斗里"
"'10","'004","'01","'040","'0006","北山里"
"'10","'004","'01","'040","'0005","仁安里"
"'10","'004","'01","'040","'0007","南山里"
"'10","'004","'02","'040","'0000","關西鎮第02選區"
"'10","'004","'02","'040","'0008","東安里"
"'10","'004","'02","'040","'0019","東山里"
"'10","'004","'02","'040","'0011","金山里"
"'10","'004","'02","'040","'0012","錦山里"
"'10","'004","'03","'040","'0000","關西鎮第03選區"
"'10","'004","'03","'040","'0009","東光里"
"'10","'004","'03","'040","'0020","南新里"
"'10","'004","'03","'040","'0010","新富里"
"'10","'004","'03","'040","'0013","玉山里"
"'10","'004","'04","'040","'0000","關西鎮第04選區"
"'10","'004","'04","'040","'0014","大同里"
"'10","'004","'04","'040","'0015","石光里"
"'10","'004","'04","'040","'0021","東平里"
"'10","'004","'04","'040","'0016","上林里"
"'10","'004","'04","'040","'0017","新力里"
"'10","'004","'04","'040","'0018","南和里"
"'10","'004","'00","'050","'0000","湖口鄉"
"'10","'004","'01","'050","'0000","湖口鄉第01選區"
"'10","'004","'01","'050","'0007","和興村"
"'10","'004","'01","'050","'0019","東興村"
"'10","'004","'01","'050","'0006","德盛村"
"'10","'004","'01","'050","'0004","信勢村"
"'10","'004","'01","'050","'0017","信義村"
"'10","'004","'02","'050","'0000","湖口鄉第02選區"
"'10","'004","'02","'050","'0013","波羅村"
"'10","'004","'02","'050","'0011","湖鏡村"
"'10","'004","'02","'050","'0012","湖南村"
"'10","'004","'02","'050","'0016","中興村"
"'10","'004","'02","'050","'0014","鳳凰村"
"'10","'004","'02","'050","'0020","勝利村"
"'10","'004","'02","'050","'0015","鳳山村"
"'10","'004","'03","'050","'0000","湖口鄉第03選區"
"'10","'004","'03","'050","'0005","中勢村"
"'10","'004","'03","'050","'0018","中正村"
"'10","'004","'03","'050","'0008","長嶺村"
"'10","'004","'03","'050","'0009","長安村"
"'10","'004","'03","'050","'0010","湖口村"
"'10","'004","'04","'050","'0000","湖口鄉第04選區"
"'10","'004","'04","'050","'0003","愛勢村"
"'10","'004","'04","'050","'0002","仁勢村"
"'10","'004","'04","'050","'0001","孝勢村"
"'10","'004","'00","'060","'0000","新豐鄉"
"'10","'004","'01","'060","'0000","新豐鄉第01選區"
"'10","'004","'01","'060","'0001","福興村"
"'10","'004","'01","'060","'0003","青埔村"
"'10","'004","'01","'060","'0005","瑞興村"
"'10","'004","'01","'060","'0007","中崙村"
"'10","'004","'02","'060","'0000","新豐鄉第02選區"
"'10","'004","'02","'060","'0002","後湖村"
"'10","'004","'02","'060","'0006","坡頭村"
"'10","'004","'02","'060","'0004","埔和村"
"'10","'004","'02","'060","'0009","新豐村"
"'10","'004","'03","'060","'0000","新豐鄉第03選區"
"'10","'004","'03","'060","'0010","員山村"
"'10","'004","'03","'060","'0014","忠孝村"
"'10","'004","'03","'060","'0015","山崎村"
"'10","'004","'04","'060","'0000","新豐鄉第04選區"
"'10","'004","'04","'060","'0012","上坑村"
"'10","'004","'04","'060","'0013","鳳坑村"
"'10","'004","'04","'060","'0008","重興村"
"'10","'004","'04","'060","'0017","崎頂村"
"'10","'004","'04","'060","'0011","松林村"
"'10","'004","'04","'060","'0016","松柏村"
"'10","'004","'00","'070","'0000","芎林鄉"
"'10","'004","'01","'070","'0000","芎林鄉第01選區"
"'10","'004","'01","'070","'0002","華龍村"
"'10","'004","'01","'070","'0001","五龍村"
"'10","'004","'01","'070","'0003","秀湖村"
"'10","'004","'02","'070","'0000","芎林鄉第02選區"
"'10","'004","'02","'070","'0004","永興村"
"'10","'004","'02","'070","'0005","石潭村"
"'10","'004","'03","'070","'0000","芎林鄉第03選區"
"'10","'004","'03","'070","'0006","新鳳村"
"'10","'004","'03","'070","'0007","中坑村"
"'10","'004","'03","'070","'0008","水坑村"
"'10","'004","'04","'070","'0000","芎林鄉第04選區"
"'10","'004","'04","'070","'0009","文林村"
"'10","'004","'04","'070","'0010","芎林村"
"'10","'004","'04","'070","'0011","上山村"
"'10","'004","'04","'070","'0012","下山村"
"'10","'004","'00","'080","'0000","橫山鄉"
"'10","'004","'01","'080","'0000","橫山鄉第01選區"
"'10","'004","'01","'080","'0001","橫山村"
"'10","'004","'01","'080","'0002","田寮村"
"'10","'004","'01","'080","'0003","南昌村"
"'10","'004","'01","'080","'0004","豐鄉村"
"'10","'004","'02","'080","'0000","橫山鄉第02選區"
"'10","'004","'02","'080","'0005","豐田村"
"'10","'004","'02","'080","'0009","新興村"
"'10","'004","'02","'080","'0010","大肚村"
"'10","'004","'03","'080","'0000","橫山鄉第03選區"
"'10","'004","'03","'080","'0006","內灣村"
"'10","'004","'03","'080","'0011","力行村"
"'10","'004","'04","'080","'0000","橫山鄉第04選區"
"'10","'004","'04","'080","'0007","福興村"
"'10","'004","'04","'080","'0008","沙坑村"
"'10","'004","'00","'090","'0000","北埔鄉"
"'10","'004","'01","'090","'0000","北埔鄉第01選區"
"'10","'004","'01","'090","'0001","北埔村"
"'10","'004","'01","'090","'0002","南興村"
"'10","'004","'02","'090","'0000","北埔鄉第02選區"
"'10","'004","'02","'090","'0007","大湖村"
"'10","'004","'02","'090","'0003","埔尾村"
"'10","'004","'02","'090","'0004","水磜村"
"'10","'004","'02","'090","'0005","南埔村"
"'10","'004","'03","'090","'0000","北埔鄉第03選區"
"'10","'004","'03","'090","'0006","大林村"
"'10","'004","'03","'090","'0008","南坑村"
"'10","'004","'03","'090","'0009","外坪村"
"'10","'004","'00","'100","'0000","寶山鄉"
"'10","'004","'01","'100","'0000","寶山鄉第01選區"
"'10","'004","'01","'100","'0001","雙溪村"
"'10","'004","'01","'100","'0010","雙新村"
"'10","'004","'01","'100","'0002","大崎村"
"'10","'004","'02","'100","'0000","寶山鄉第02選區"
"'10","'004","'02","'100","'0003","三峰村"
"'10","'004","'02","'100","'0004","新城村"
"'10","'004","'03","'100","'0000","寶山鄉第03選區"
"'10","'004","'03","'100","'0006","寶斗村"
"'10","'004","'03","'100","'0005","深井村"
"'10","'004","'04","'100","'0000","寶山鄉第04選區"
"'10","'004","'04","'100","'0008","寶山村"
"'10","'004","'04","'100","'0009","油田村"
"'10","'004","'04","'100","'0007","山湖村"
"'10","'004","'00","'110","'0000","峨眉鄉"
"'10","'004","'01","'110","'0000","峨眉鄉第01選區"
"'10","'004","'01","'110","'0001","峨眉村"
"'10","'004","'01","'110","'0002","中盛村"
"'10","'004","'01","'110","'0005","七星村"
"'10","'004","'02","'110","'0000","峨眉鄉第02選區"
"'10","'004","'02","'110","'0003","石井村"
"'10","'004","'02","'110","'0004","富興村"
"'10","'004","'02","'110","'0006","湖光村"
"'10","'004","'00","'120","'0000","尖石鄉"
"'10","'004","'01","'120","'0000","尖石鄉第01選區"
"'10","'004","'01","'120","'0002","嘉樂村"
"'10","'004","'01","'120","'0003","新樂村"
"'10","'004","'02","'120","'0000","尖石鄉第02選區"
"'10","'004","'02","'120","'0001","義興村"
