"'10","'004","'01","'010","'0002","1","768","44","812","1341","0","11","7","9","2","5","2","0","60.55","63.64"
"'10","'004","'01","'010","'0002","2","705","34","739","1459","0","11","7","9","2","5","2","0","50.65","63.64"
"'10","'004","'01","'010","'0002","3","711","50","761","1192","0","11","7","9","2","5","2","0","63.84","63.64"
"'10","'004","'01","'010","'0002","4","885","32","917","1361","0","11","7","9","2","5","2","0","67.38","63.64"
"'10","'004","'01","'010","'0002","5","750","54","804","1514","0","11","7","9","2","5","2","0","53.1","63.64"
"'10","'004","'01","'010","'0003","6","572","51","623","1252","0","11","7","9","2","5","2","0","49.76","63.64"
"'10","'004","'01","'010","'0003","7","557","46","603","1074","0","11","7","9","2","5","2","0","56.15","63.64"
"'10","'004","'01","'010","'0003","8","590","39","629","1323","0","11","7","9","2","5","2","0","47.54","63.64"
"'10","'004","'01","'010","'0003","9","687","75","762","1348","0","11","7","9","2","5","2","0","56.53","63.64"
"'10","'004","'01","'010","'0003","10","548","62","610","1198","0","11","7","9","2","5","2","0","50.92","63.64"
"'10","'004","'01","'010","'0003","11","598","57","655","1319","0","11","7","9","2","5","2","0","49.66","63.64"
"'10","'004","'01","'010","'0004","12","709","52","761","1250","0","11","7","9","2","5","2","0","60.88","63.64"
"'10","'004","'01","'010","'0004","13","647","49","696","1229","0","11","7","9","2","5","2","0","56.63","63.64"
"'10","'004","'01","'010","'0004","14","587","56","643","1248","0","11","7","9","2","5","2","0","51.52","63.64"
"'10","'004","'01","'010","'0004","15","638","45","683","1147","0","11","7","9","2","5","2","0","59.55","63.64"
"'10","'004","'01","'010","'0005","16","571","31","602","929","0","11","7","9","2","5","2","0","64.8","63.64"
"'10","'004","'01","'010","'0005","17","595","29","624","928","0","11","7","9","2","5","2","0","67.24","63.64"
"'10","'004","'01","'010","'0006","18","880","40","920","1447","0","11","7","9","2","5","2","0","63.58","63.64"
"'10","'004","'01","'010","'0006","19","1109","30","1139","1566","0","11","7","9","2","5","2","0","72.73","63.64"
"'10","'004","'01","'010","'0027","20","639","25","664","1115","0","11","7","9","2","5","2","0","59.55","63.64"
"'10","'004","'01","'010","'0027","21","730","32","762","1268","0","11","7","9","2","5","2","0","60.09","63.64"
"'10","'004","'01","'010","'0027","22","728","31","759","1263","0","11","7","9","2","5","2","0","60.1","63.64"
"'10","'004","'01","'010","'0028","23","455","29","484","744","0","11","7","9","2","5","2","0","65.05","63.64"
"'10","'004","'01","'010","'0021","24","598","40","638","1133","0","11","7","9","2","5","2","0","56.31","63.64"
"'10","'004","'01","'010","'0021","25","633","50","683","1082","0","11","7","9","2","5","2","0","63.12","63.64"
"'10","'004","'01","'010","'0021","26","631","46","677","1181","0","11","7","9","2","5","2","0","57.32","63.64"
"'10","'004","'01","'010","'0021","27","594","51","645","1181","0","11","7","9","2","5","2","0","54.61","63.64"
"'10","'004","'01","'010","'0021","28","624","27","651","1132","0","11","7","9","2","5","2","0","57.51","63.64"
