"'10","'004","'01","'010","'0002","1","1","254","33.07","*"
"'10","'004","'01","'010","'0002","1","2","38","4.94","*"
"'10","'004","'01","'010","'0002","1","3","46","5.98"," "
"'10","'004","'01","'010","'0002","1","4","32","4.16"," "
"'10","'004","'01","'010","'0002","1","5","72","9.37","*"
"'10","'004","'01","'010","'0002","1","6","91","11.84","*"
"'10","'004","'01","'010","'0002","1","7","46","5.98","*"
"'10","'004","'01","'010","'0002","1","8","72","9.37","*"
"'10","'004","'01","'010","'0002","1","9","48","6.25","*"
"'10","'004","'01","'010","'0002","1","10","23","2.99"," "
"'10","'004","'01","'010","'0002","1","11","46","5.98"," "
"'10","'004","'01","'010","'0002","2","1","253","35.88","*"
"'10","'004","'01","'010","'0002","2","2","29","4.11","*"
"'10","'004","'01","'010","'0002","2","3","27","3.82"," "
"'10","'004","'01","'010","'0002","2","4","34","4.82"," "
"'10","'004","'01","'010","'0002","2","5","96","13.61","*"
"'10","'004","'01","'010","'0002","2","6","22","3.12","*"
"'10","'004","'01","'010","'0002","2","7","33","4.68","*"
"'10","'004","'01","'010","'0002","2","8","84","11.91","*"
"'10","'004","'01","'010","'0002","2","9","52","7.37","*"
"'10","'004","'01","'010","'0002","2","10","27","3.82"," "
"'10","'004","'01","'010","'0002","2","11","48","6.8"," "
"'10","'004","'01","'010","'0002","3","1","199","27.98","*"
"'10","'004","'01","'010","'0002","3","2","45","6.32","*"
"'10","'004","'01","'010","'0002","3","3","54","7.59"," "
"'10","'004","'01","'010","'0002","3","4","27","3.79"," "
"'10","'004","'01","'010","'0002","3","5","89","12.51","*"
"'10","'004","'01","'010","'0002","3","6","69","9.7","*"
"'10","'004","'01","'010","'0002","3","7","19","2.67","*"
"'10","'004","'01","'010","'0002","3","8","68","9.56","*"
"'10","'004","'01","'010","'0002","3","9","75","10.54","*"
"'10","'004","'01","'010","'0002","3","10","25","3.51"," "
"'10","'004","'01","'010","'0002","3","11","41","5.76"," "
"'10","'004","'01","'010","'0002","4","1","172","19.43","*"
"'10","'004","'01","'010","'0002","4","2","84","9.49","*"
"'10","'004","'01","'010","'0002","4","3","135","15.25"," "
"'10","'004","'01","'010","'0002","4","4","34","3.84"," "
"'10","'004","'01","'010","'0002","4","5","79","8.92","*"
"'10","'004","'01","'010","'0002","4","6","188","21.24","*"
"'10","'004","'01","'010","'0002","4","7","34","3.84","*"
"'10","'004","'01","'010","'0002","4","8","47","5.31","*"
"'10","'004","'01","'010","'0002","4","9","53","5.98","*"
"'10","'004","'01","'010","'0002","4","10","20","2.25"," "
"'10","'004","'01","'010","'0002","4","11","39","4.4"," "
"'10","'004","'01","'010","'0002","5","1","301","40.13","*"
"'10","'004","'01","'010","'0002","5","2","19","2.53","*"
"'10","'004","'01","'010","'0002","5","3","20","2.66"," "
"'10","'004","'01","'010","'0002","5","4","37","4.93"," "
"'10","'004","'01","'010","'0002","5","5","105","14","*"
"'10","'004","'01","'010","'0002","5","6","41","5.46","*"
"'10","'004","'01","'010","'0002","5","7","20","2.66","*"
"'10","'004","'01","'010","'0002","5","8","88","11.73","*"
"'10","'004","'01","'010","'0002","5","9","34","4.53","*"
"'10","'004","'01","'010","'0002","5","10","25","3.33"," "
"'10","'004","'01","'010","'0002","5","11","60","8"," "
"'10","'004","'01","'010","'0003","6","1","188","32.86","*"
"'10","'004","'01","'010","'0003","6","2","18","3.14","*"
"'10","'004","'01","'010","'0003","6","3","13","2.27"," "
"'10","'004","'01","'010","'0003","6","4","35","6.11"," "
"'10","'004","'01","'010","'0003","6","5","71","12.41","*"
"'10","'004","'01","'010","'0003","6","6","45","7.86","*"
"'10","'004","'01","'010","'0003","6","7","15","2.62","*"
"'10","'004","'01","'010","'0003","6","8","78","13.63","*"
"'10","'004","'01","'010","'0003","6","9","46","8.04","*"
"'10","'004","'01","'010","'0003","6","10","13","2.27"," "
"'10","'004","'01","'010","'0003","6","11","50","8.74"," "
"'10","'004","'01","'010","'0003","7","1","165","29.62","*"
"'10","'004","'01","'010","'0003","7","2","18","3.23","*"
"'10","'004","'01","'010","'0003","7","3","24","4.3"," "
"'10","'004","'01","'010","'0003","7","4","24","4.3"," "
"'10","'004","'01","'010","'0003","7","5","60","10.77","*"
"'10","'004","'01","'010","'0003","7","6","80","14.36","*"
"'10","'004","'01","'010","'0003","7","7","22","3.94","*"
"'10","'004","'01","'010","'0003","7","8","56","10.05","*"
"'10","'004","'01","'010","'0003","7","9","44","7.89","*"
"'10","'004","'01","'010","'0003","7","10","21","3.77"," "
"'10","'004","'01","'010","'0003","7","11","43","7.71"," "
"'10","'004","'01","'010","'0003","8","1","179","30.33","*"
"'10","'004","'01","'010","'0003","8","2","12","2.03","*"
"'10","'004","'01","'010","'0003","8","3","13","2.2"," "
"'10","'004","'01","'010","'0003","8","4","29","4.91"," "
"'10","'004","'01","'010","'0003","8","5","88","14.91","*"
"'10","'004","'01","'010","'0003","8","6","29","4.91","*"
"'10","'004","'01","'010","'0003","8","7","16","2.71","*"
"'10","'004","'01","'010","'0003","8","8","103","17.45","*"
"'10","'004","'01","'010","'0003","8","9","41","6.94","*"
"'10","'004","'01","'010","'0003","8","10","13","2.2"," "
"'10","'004","'01","'010","'0003","8","11","67","11.35"," "
"'10","'004","'01","'010","'0003","9","1","201","29.25","*"
"'10","'004","'01","'010","'0003","9","2","29","4.22","*"
"'10","'004","'01","'010","'0003","9","3","23","3.34"," "
"'10","'004","'01","'010","'0003","9","4","34","4.94"," "
"'10","'004","'01","'010","'0003","9","5","54","7.86","*"
"'10","'004","'01","'010","'0003","9","6","78","11.35","*"
"'10","'004","'01","'010","'0003","9","7","15","2.18","*"
"'10","'004","'01","'010","'0003","9","8","114","16.59","*"
"'10","'004","'01","'010","'0003","9","9","43","6.25","*"
"'10","'004","'01","'010","'0003","9","10","23","3.34"," "
"'10","'004","'01","'010","'0003","9","11","73","10.62"," "
"'10","'004","'01","'010","'0003","10","1","162","29.56","*"
"'10","'004","'01","'010","'0003","10","2","17","3.1","*"
"'10","'004","'01","'010","'0003","10","3","15","2.73"," "
"'10","'004","'01","'010","'0003","10","4","29","5.29"," "
"'10","'004","'01","'010","'0003","10","5","64","11.67","*"
"'10","'004","'01","'010","'0003","10","6","43","7.84","*"
"'10","'004","'01","'010","'0003","10","7","17","3.1","*"
"'10","'004","'01","'010","'0003","10","8","84","15.32","*"
"'10","'004","'01","'010","'0003","10","9","26","4.74","*"
"'10","'004","'01","'010","'0003","10","10","11","2"," "
"'10","'004","'01","'010","'0003","10","11","80","14.59"," "
"'10","'004","'01","'010","'0003","11","1","205","34.28","*"
"'10","'004","'01","'010","'0003","11","2","28","4.68","*"
"'10","'004","'01","'010","'0003","11","3","17","2.84"," "
"'10","'004","'01","'010","'0003","11","4","38","6.35"," "
"'10","'004","'01","'010","'0003","11","5","50","8.36","*"
"'10","'004","'01","'010","'0003","11","6","45","7.52","*"
"'10","'004","'01","'010","'0003","11","7","10","1.67","*"
"'10","'004","'01","'010","'0003","11","8","90","15.05","*"
"'10","'004","'01","'010","'0003","11","9","36","6.02","*"
"'10","'004","'01","'010","'0003","11","10","14","2.34"," "
"'10","'004","'01","'010","'0003","11","11","65","10.86"," "
"'10","'004","'01","'010","'0004","12","1","170","23.97","*"
"'10","'004","'01","'010","'0004","12","2","26","3.66","*"
"'10","'004","'01","'010","'0004","12","3","26","3.66"," "
"'10","'004","'01","'010","'0004","12","4","22","3.1"," "
"'10","'004","'01","'010","'0004","12","5","54","7.61","*"
"'10","'004","'01","'010","'0004","12","6","181","25.52","*"
"'10","'004","'01","'010","'0004","12","7","51","7.19","*"
"'10","'004","'01","'010","'0004","12","8","54","7.61","*"
"'10","'004","'01","'010","'0004","12","9","39","5.5","*"
"'10","'004","'01","'010","'0004","12","10","21","2.96"," "
"'10","'004","'01","'010","'0004","12","11","65","9.16"," "
"'10","'004","'01","'010","'0004","13","1","160","24.72","*"
"'10","'004","'01","'010","'0004","13","2","46","7.1","*"
"'10","'004","'01","'010","'0004","13","3","20","3.09"," "
"'10","'004","'01","'010","'0004","13","4","26","4.01"," "
"'10","'004","'01","'010","'0004","13","5","68","10.51","*"
"'10","'004","'01","'010","'0004","13","6","99","15.3","*"
"'10","'004","'01","'010","'0004","13","7","29","4.48","*"
"'10","'004","'01","'010","'0004","13","8","88","13.6","*"
"'10","'004","'01","'010","'0004","13","9","52","8.03","*"
"'10","'004","'01","'010","'0004","13","10","9","1.39"," "
"'10","'004","'01","'010","'0004","13","11","50","7.72"," "
"'10","'004","'01","'010","'0004","14","1","138","23.5","*"
"'10","'004","'01","'010","'0004","14","2","26","4.42","*"
"'10","'004","'01","'010","'0004","14","3","20","3.4"," "
"'10","'004","'01","'010","'0004","14","4","16","2.72"," "
"'10","'004","'01","'010","'0004","14","5","62","10.56","*"
"'10","'004","'01","'010","'0004","14","6","119","20.27","*"
"'10","'004","'01","'010","'0004","14","7","21","3.57","*"
"'10","'004","'01","'010","'0004","14","8","59","10.05","*"
"'10","'004","'01","'010","'0004","14","9","56","9.54","*"
"'10","'004","'01","'010","'0004","14","10","20","3.4"," "
"'10","'004","'01","'010","'0004","14","11","50","8.51"," "
"'10","'004","'01","'010","'0004","15","1","134","21","*"
"'10","'004","'01","'010","'0004","15","2","90","14.1","*"
"'10","'004","'01","'010","'0004","15","3","50","7.83"," "
"'10","'004","'01","'010","'0004","15","4","17","2.66"," "
"'10","'004","'01","'010","'0004","15","5","41","6.42","*"
"'10","'004","'01","'010","'0004","15","6","176","27.58","*"
"'10","'004","'01","'010","'0004","15","7","38","5.95","*"
"'10","'004","'01","'010","'0004","15","8","24","3.76","*"
"'10","'004","'01","'010","'0004","15","9","38","5.95","*"
"'10","'004","'01","'010","'0004","15","10","12","1.88"," "
"'10","'004","'01","'010","'0004","15","11","18","2.82"," "
"'10","'004","'01","'010","'0005","16","1","108","18.91","*"
"'10","'004","'01","'010","'0005","16","2","24","4.2","*"
"'10","'004","'01","'010","'0005","16","3","20","3.5"," "
