"'00","'000","'01","'000","'0000","1","薛宜蓁","'73","'2","'0680407","29","臺灣省","中學(普考)","N"," "," "
"'00","'000","'01","'000","'0000","2","孔文吉","'1","'1","'0461018","51","臺灣省","研究所(甲種特考)","Y","*"," "
"'00","'000","'01","'000","'0000","3","簡東明","'1","'1","'0400604","57","臺灣省","研究所(甲種特考)","N","*"," "
"'00","'000","'01","'000","'0000","4","侯金助","'16","'1","'0451031","52","臺灣省","中學(普考)","N"," "," "
"'00","'000","'01","'000","'0000","5","高金素梅","'106","'2","'0540921","43","臺灣省","中學(普考)","Y","*"," "
"'00","'000","'01","'000","'0000","6","林春德","'90","'1","'0360705","61","臺灣省","大專(高考)","Y"," "," "
"'00","'000","'01","'000","'0000","7","宋仁和","'134","'1","'0420918","55","臺灣省","大專(高考)","N"," "," "
