姓名,選區,政黨,現任立委,曾任立委,生日,年齡,照片,wiki,FB 粉絲專頁,學歷,學歷連結,經歷,經歷連結,政見,政見連結
王定宇,臺南市第六選舉區,民主進步黨,Y,Y,1969-03-05,51,http://www.ly.gov.tw/Images/Legislators/90003.jpg,https://zh.wikipedia.org/wiki/王定宇,https://www.facebook.com/wdy19690305/,國立成功大學外文系;國立成功大學企管碩士;國立台北大學企管博士;,立法院OpenData,"臺南市議會第15、16屆議員;台南直轄市第1屆市議員;臺南市議會教育委員會召集人;長老教會松年學講師;臺南市教師會顧問;臺南市教育產業工會顧問;關中虎慢速球聯盟理事長;電視台資深政論評論員;
  ;",立法院OpenData,,
李晉豪,臺南市第六選舉區,安定力量,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/67879473_104526834241080_6489258150426836992_n.jpg?_nc_cat=110&_nc_oc=AQnRAYqlKmJklH0C9ljo-sBAr-j42mPYrUggpPOJq4_Lluun5AxsMBwlietcS6krE_Sxycp0gSFTCLcXkLb6gIa2&_nc_ht=scontent.ftpe7-1.fna&oh=29962118a3040232860397c11ff1d845&oe=5E5A18BD,,https://www.facebook.com/%E5%AE%89%E5%AE%9A%E5%8A%9B%E9%87%8F%E6%9D%8E%E6%99%89%E8%B1%AA%E5%8F%B0%E5%8D%97%E5%B8%82%E7%AB%8B%E5%A7%94%E7%AC%AC%E5%85%AD%E9%81%B8%E5%8D%80%E5%8F%83%E9%81%B8%E4%BA%BA-104221457604951/,,,,,,
王齡嬌,高雄市第一選舉區,中國國民黨,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/74614106_1529519307190224_7095049191444971520_o.jpg?_nc_cat=109&_nc_oc=AQm-6hUilYipmspubFHJUOLW21iRvPS0IMUV_IrbrUwRNpUUnPCn9V9rXLIwypopsvlqPYMRHNOSzTuWk8JyUQ5o&_nc_ht=scontent.ftpe7-2.fna&oh=88e9feb9faca3afff7ff45ef641beef1&oe=5E57B47D,https://zh.wikipedia.org/wiki/王齡嬌,https://www.facebook.com/%E7%8E%8B%E9%BD%A1%E5%AC%8C%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1%E5%8F%83%E9%81%B8%E4%BA%BA-1404177053057784/,,,,,,
邱議瑩,高雄市第一選舉區,民主進步黨,Y,Y,1971-06-01,48,http://www.ly.gov.tw/Images/Legislators/90037.jpg,https://zh.wikipedia.org/wiki/邱議瑩,https://www.facebook.com/denjen2020/,高雄市道明高中;美國舊金山多明尼肯大學企管研究所碩士;,立法院OpenData,"第3屆國民大會代表;第8、9屆民進黨中央常務委員;行政院客家委員會副主委;第5、7、8屆立法委員;
  ;",立法院OpenData,,
羅鼎城,高雄市第一選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/74396949_125698285516523_4938627716501995520_n.jpg?_nc_cat=100&_nc_oc=AQmmA_qtMQucEu5QRDzRlStD4ei5-Cni7LIVRLauWiYb6O3Z5smfVvgVCTEbdwM8BQWNo7D70XCDWwXuma1FOj_e&_nc_ht=scontent.ftpe7-1.fna&oh=36b9e6c40a2ce45ddd253c4ec1b79bfc&oe=5E4FECB2,,https://www.facebook.com/LoTingCheng/,,,,,,
黃綉晶,高雄市第一選舉區,無黨籍,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/56702244_1279446192218498_5431535596663209984_o.jpg?_nc_cat=109&_nc_oc=AQn_oyAU3s8f9Cmxh630HDYFpQBzwx68FO0MuzAE-1KTS7bPVuRHwB-4Fdshko7A-uVnID6ozcHkiYvXQGJfLwpT&_nc_ht=scontent.ftpe7-2.fna&oh=927fab1b154bc7715696c08e4e2eb12a&oe=5E49E9E9,,https://www.facebook.com/%E5%B9%B8%E7%A6%8F%E5%B1%B1%E5%9F%8E-%E7%B9%81%E6%A6%AE%E5%85%B1%E5%A5%BD-%E9%BB%83%E7%B6%89%E6%99%B6-1275603662602751/,,,,,,
黃韻涵,高雄市第二選舉區,中國國民黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/62410760_2339256293063321_4624265006974763008_o.jpg?_nc_cat=103&_nc_oc=AQnA6cp2SW2UnBSNXx6lO46fABuTqXvLOZd6kgcquGTJMMJWse_gCJ-jLMQdghpjnsO4EBV52sMHph2qeoICHJxO&_nc_ht=scontent.ftpe7-3.fna&oh=297b2db6aeb7644f856d14ee547a59ed&oe=5E4C1ED8,https://zh.wikipedia.org/wiki/黄韵涵,https://www.facebook.com/huangyunhan73/,,,,,,
邱志偉,高雄市第二選舉區,民主進步黨,Y,Y,1972-07-24,47,http://www.ly.gov.tw/Images/Legislators/90036.jpg,https://zh.wikipedia.org/wiki/邱志偉_,https://www.facebook.com/%E9%82%B1%E5%BF%97%E5%81%89-1588286501409955/,淡江大學俄羅斯研究所法學碩士;國立臺灣大學國家發展研究所法學碩士;國立中山大學大陸研究所社會科學博士;,立法院OpenData,第8屆立法委員;高雄市政府民政局長;高雄縣政府民政處長;高雄縣政府新聞室主任;修憲國民大會代表;立陶宛維爾紐斯大學講座教授;愛沙尼亞塔圖大學講座教授;南華大學旅遊管理學專任系助理教授;正修科技大學兼任助理教授;實踐大學兼任助理教授;英國劍橋大學國際關係研究,立法院OpenData,,
黃昭順,高雄市第三選舉區,中國國民黨,Y,Y,1953-08-22,66,http://www.ly.gov.tw/Images/Legislators/90075.jpg,https://zh.wikipedia.org/wiki/黃昭順,https://www.facebook.com/KHshun/,國立中山大學高階經營碩士;高雄醫學大學藥學系;省立臺南女中;,立法院OpenData,"高雄市議會1~3屆市議員;第2~8屆立法委員;行政院婦女權益促進委員會委員;婦女工作會主任;
  ;",立法院OpenData,,
劉世芳,高雄市第三選舉區,民主進步黨,Y,Y,1959-08-13,60,http://www.ly.gov.tw/Images/Legislators/90086.jpg,https://zh.wikipedia.org/wiki/劉世芳,https://www.facebook.com/2016newpower/,美國奧克拉荷馬州州立大學環境工程碩士;淡江大學化學工程系學士;,立法院OpenData,"高雄市副市長;2009高雄世運組委會常務董事;國家安全會議副秘書長;總統府副秘書長;行政院秘書長;立法院(第5屆)委員;台中縣副縣長;臺北市環保局長;澎湖縣政府機要秘書;
  ;",立法院OpenData,,
莊貽量,高雄市第三選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/40382398_904856356367601_2815366442805886976_n.jpg?_nc_cat=109&_nc_oc=AQkyBnaJDZ0MMRqxecKzBnuQNpxaJNPyu8OSoRLAGxStdsIITKE6uO1rUAuTzVjwoBSkgGw1S_CkGKL2I78o4mWs&_nc_ht=scontent.ftpe7-2.fna&oh=6a929be12f80a4fd14214be57e54af45&oe=5E4E6D97,,https://www.facebook.com/e363888/,,,,,,
鄭品娟,高雄市第三選舉區,國會政黨聯盟,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/59792853_396219394554715_5141851344017031168_n.jpg?_nc_cat=105&_nc_oc=AQmp7TIaddiVQhGd3qUrvpMcjXZlwwQOhd69ukAKPtpv09gKqHk6NeSlKvLfvLvkEONUSmrIm5jEN6vHQt2z2nTc&_nc_ht=scontent.ftpe7-4.fna&oh=8937391fa28a0a9539c0071a6fc039e9&oe=5E3EED2A,,https://www.facebook.com/%E9%84%AD%E5%93%81%E5%A8%9F-%E7%82%BA%E5%8F%B0%E7%81%A3%E5%A5%BD-367372507439404/,,,,,,
郭新政,高雄市第三選舉區,無黨籍,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/71579156_2474686935979077_2103650122310090752_o.jpg?_nc_cat=1&_nc_oc=AQmhnAX5gZJbXz2ZdtzKkJ7SWvHyPC1HXDxZ8sNWwN6pnQ6znrOxWYNyfexBt_vFN6Q8FSjHk6GkxgEPFyoO77Tt&_nc_ht=scontent.ftpe7-4.fna&oh=1833691d68f5441da11f0d1fef121456&oe=5E8CB00C,,https://www.facebook.com/hckuo888/,,,,,,
蘇博廷,高雄市第三選舉區,無黨籍,N,N,1981-03-06,39,https://scontent.fkhh1-1.fna.fbcdn.net/v/t1.0-9/p960x960/72382008_520382955196308_3410737777199808512_o.jpg?_nc_cat=103&_nc_oc=AQmDrun1AwM9aVxo-xrqiObUXrSGRJCq92Rd_WIB45XIq7_3b2LBwKI1q9vqUquOgJY&_nc_ht=scontent.fkhh1-1.fna&oh=27cb4d07b413b957beeb9d4143337ce7&oe=5E468A20,,https://www.facebook.com/ROCPOTINGSU/,,,,,"四個主軸 : 少子、就業、居住及環境。
六大政見:
一、國家育兒、公托免抽、夜間托育
二、法稅改革、健全經濟、全民高薪
三、居住平權、公宅租用、安樂生育
四、油廠轉型、創新園區、綠能電島
五、國土計劃、百年政策、永續環境
六、學才留用、產官一線、國揚基金
",https://www.youtube.com/watch?v=ejzFGEQYAzA
徐慶煌,高雄市第四選舉區,中國國民黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/53779058_818424481825085_2331527098327367680_n.jpg?_nc_cat=102&_nc_oc=AQmbpgeEsbRX-atoe0tOGh59N7YLUdl9ZyQZDNdnLU3ONjRbAIubHOar6pgN074DIAuzKzSJZqukzCwEmApc-EsW&_nc_ht=scontent.ftpe7-3.fna&oh=21481b70f12e90857586a1c7a3a868c8&oe=5E5A74AF,https://zh.wikipedia.org/wiki/徐慶煌,https://www.facebook.com/bigmony.goodlife/,,,,,,
林岱樺,高雄市第四選舉區,民主進步黨,Y,Y,1972-08-04,47,http://www.ly.gov.tw/Images/Legislators/90028.jpg,https://zh.wikipedia.org/wiki/林岱樺,https://www.facebook.com/LinDaiHua/,天主教輔仁大學德文系畢業;美國威斯康辛大學大眾傳播碩士;德國卡賽爾綜合大學(Gesamthochschule Kassel Universitaet)德語教學(Deutsch als Fremdsprache)研究結業;,立法院OpenData,"第5、6、7、8屆立法委員;行政院青輔會主委;民進黨第10、11屆中央執行委員;民進黨第14屆中央評議委員;
  ;",立法院OpenData,,
周凱崙,高雄市第四選舉區,無黨籍,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/70412280_486590621888416_2434151970315960320_n.jpg?_nc_cat=102&_nc_oc=AQlVuAmhIuSl328vtd9suQb07GSsPfP78-vyX4xGRX_XXEhTrbM2KCxGlI4p-rAicJ6Gt0ZUhL_wDaIC6vwgllU6&_nc_ht=scontent.ftpe7-3.fna&oh=e02ca6fa3895c4bb12623d079c35dcb0&oe=5E84FB2F,,https://www.facebook.com/salesALUN/,,,,,,
黃兆呈,高雄市第四選舉區,無黨籍,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/75328871_141304733885070_5982837229410582528_o.jpg?_nc_cat=105&_nc_oc=AQkUzAnJoNBWnxzh3Y0waz5tbAy1KnXA5pSh8kol4upuOcOwBkavMIoM18FSvB_7jm3GW9CWKWLdFKDz0qrAXbil&_nc_ht=scontent.ftpe7-4.fna&oh=f841d5192b656c806e345ebde63be2fd&oe=5E41710F,,https://www.facebook.com/%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1%E5%8F%83%E9%81%B8%E4%BA%BA%E9%BB%83%E5%85%86%E5%91%88-103958804286330/,,,,,,
李俊德,高雄市第四選舉區,無黨籍,N,N,,,,,,,,,,,
黃柏霖,高雄市第五選舉區,中國國民黨,N,N,1967-10-31,52,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/69634430_2510969772281964_7165299699467943936_n.jpg?_nc_cat=100&_nc_oc=AQny01mUQ8NTONaUMh8O2misRzM5XLPCmqXgpT0tcTawFfcvLqtdNAmI9cnz8daEpXakaXYfP8yd7-cweenvn93U&_nc_ht=scontent.ftpe7-1.fna&oh=4e6635cd8c713250d3dafc855d5b5194&oe=5E4430FA,https://zh.wikipedia.org/wiki/黃柏霖,https://www.facebook.com/polin66666/,,,,,,
李昆澤,高雄市第五選舉區,民主進步黨,Y,Y,1964-04-29,56,http://www.ly.gov.tw/Images/Legislators/90020.jpg,https://zh.wikipedia.org/wiki/李昆澤,https://www.facebook.com/power2tw/,輔大歷史系畢;中山大學政治學碩士;,立法院OpenData,蔡英文主席特別助理;第6、8屆立法委員（交通委員會召委）;第6屆高雄市議員（民進黨團總召）;第3屆國大代表（修憲審查小組召集人）;高雄縣政府新聞室主任;民進黨大型造勢晚會主持人;陳定南立委特別助理;台灣人權促進會總幹事;台灣人權雜誌總主筆;台灣環保聯盟幹事,立法院OpenData,,
李佳玲,高雄市第五選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/72611791_140706583979560_3482249506664218624_n.jpg?_nc_cat=106&_nc_oc=AQk1a7eh9ikmtMr-jd3ZZ1Mr8vzjfnNgkD33JZI648XWeNtJnU7UVy__Xv9_X2ildUdkhvqwFTrMi0JLMtm7gd2F&_nc_ht=scontent.ftpe7-1.fna&oh=91658ee317ffe95c235c2e368c93d4fa&oe=5E56607F,,https://www.facebook.com/KHCTPP/,,,,,,
蔡宗穎,高雄市第五選舉區,無黨籍,N,N,,,,,,,,,,,
陳美雅,高雄市第六選舉區,中國國民黨,N,N,1970-11-12,49,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/39052607_1952787581452312_880995966772051968_n.jpg?_nc_cat=107&_nc_oc=AQl3CDmqAHD7UcpTQ66TPPOFB3mnL8vZZLmaKfURl4sScElbh13g4jS0icpjc1S6ZuDp_e2TpvGqA1jMsVsnzMw1&_nc_ht=scontent.ftpe7-4.fna&oh=d3fa48acc3401d73f1afaa35b6de2ece&oe=5E454C79,https://zh.wikipedia.org/wiki/陳美雅,https://www.facebook.com/meiya5881555/,,,,,,
趙天麟,高雄市第六選舉區,民主進步黨,Y,Y,1973-03-08,47,http://www.ly.gov.tw/Images/Legislators/90084.jpg,https://zh.wikipedia.org/wiki/趙天麟_,https://www.facebook.com/skychao6238/,國立中山大學公共政策碩士;,立法院OpenData,國立高雄應用科技大學機械與精密工程博士班（工管組）;第8屆立法委員;第6、7屆高雄市議員;美國國務院IVLP訪問學人;日本慶應大學訪問研究員;民主進步黨中國事務部、文宣部、青年部主任;陳菊競選總部總幹事及發言人;世展望及家扶中心長期資助人;高雄世新大學、真,立法院OpenData,,
李鎔任,高雄市第六選舉區,國會政黨聯盟,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/73296316_2420006451572412_4825466250354229248_n.jpg?_nc_cat=109&_nc_oc=AQm0G_wWOXT2Y0YhsdoAAgZ6nkptkBwiZ3pNkJmTL8PSe4PhcJATjEPz5NQsOM5X_nB_iORMqIDSyWhq4AePjm02&_nc_ht=scontent.ftpe7-2.fna&oh=1f2739738727053fdc9a10c1ec7049e8&oe=5E89CB15,,https://www.facebook.com/%E6%9D%8E%E9%8E%94%E4%BB%BB-2118046635101730/,,,,,,
李建輝,高雄市第六選舉區,台灣維新,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/76693231_137523330986056_6193448320933822464_n.jpg?_nc_cat=109&_nc_oc=AQldhRWYIbCcfXxpbY9qQUtJ95oO20iJWw9LPUtIWNwXBoIgKPSecfuuIePLjtE8XznuNYq6bnnK-ql4b94TB0Cz&_nc_ht=scontent.ftpe7-2.fna&oh=3e5f4e5f8683121383de26cec8f6dadf&oe=5E89AA65,,https://www.facebook.com/lichienhui/,,,,,,
吳佩蓉,高雄市第六選舉區,無黨籍,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/67337399_2609108115768509_3750962172738404352_n.jpg?_nc_cat=110&_nc_oc=AQkyqlV-ilTDlqYqfn8zYW8QEQvnTeuRpPPOQE3BWlaUKus5hWMQTEK1YPwHYB7eO9KyvMGozyQZPd3wxrC_djJP&_nc_ht=scontent.ftpe7-1.fna&oh=86b5e5392c45d3d86be50bd09f93b004&oe=5E4AAF67,,https://www.facebook.com/pjw.kaohsiung100/,,,,,,
李雅靜,高雄市第七選舉區,中國國民黨,N,N,1977-12-24,42,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/10310957_677387742328174_5538734273837023346_n.jpg?_nc_cat=103&_nc_oc=AQlioYpzDvfYWiNMFoU-SXs_4rLKsvwOQ8_cygTThXRkpSjIT6LrERUsoO1fMozFYgAUClhxELBP2lsDJJFOIvmI&_nc_ht=scontent.ftpe7-3.fna&oh=03447691bd0d67242790676b97743a36&oe=5E3F82B4,https://zh.wikipedia.org/wiki/李雅靜,https://www.facebook.com/fiorina1224/,,,,,,
許智傑,高雄市第七選舉區,民主進步黨,Y,Y,1966-01-05,54,http://www.ly.gov.tw/Images/Legislators/90057.jpg,https://zh.wikipedia.org/wiki/許智傑,https://www.facebook.com/leer0105/,國立高雄師範大學科學教育研究所博士班;國立高雄師範大學教育碩士(1996);國立臺灣大學機械系學士(1988);高雄中學(1984);五甲國中(1981);五甲國小(1978);,立法院OpenData,"立法院民進黨黨團第九屆第五會期書記長（2018）;第8屆立法委員(2012-2016);高雄市鳳山區區長(2010-2011);高雄縣鳳山市市長(2006-2010);高雄縣議員(2002-2006);鳳山市市民代表(1998-2002);
  ;",立法院OpenData,,
陳惠敏,高雄市第七選舉區,時代力量,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/73537400_1062494383945054_4862248642334949376_n.jpg?_nc_cat=100&_nc_oc=AQkES6pzvhRTYgFXASQYYeTe7NDoGJ82NFLMbHm0RNDdUuiJHXo08ssAsdXAC50qAekfyihmPhbj8CmXKc0MKZX3&_nc_ht=scontent.ftpe7-1.fna&oh=d6306a9e205b07d809a91e43e64c7534&oe=5E47E2A9,,https://www.facebook.com/huiminkh/,,,,,,
秦詩雁,高雄市第七選舉區,親民黨,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/74205668_119845982769800_115085143344939008_o.jpg?_nc_cat=104&_nc_oc=AQlLyfnCdywVOuhPUnFpoqy0uU1eQJJFvf7ZSVi9SzWgpU3fSrHzK3kX4t1mmFqNje4HfJzwkw_UcMZVLzO4sGkK&_nc_ht=scontent.ftpe7-2.fna&oh=2115635762f324186d4fbd03649ee8bf&oe=5E515090,,https://www.facebook.com/%E7%A7%A6%E8%A9%A9%E9%9B%81-105520664202332/,,,,,,
陳麗娜,高雄市第八選舉區,中國國民黨,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/30226413_1767156313322556_4396943036292131741_n.jpg?_nc_cat=100&_nc_oc=AQlhtBJ_23msw9EBUml5N-ZnzMf-OJcskC8D98YUuaoSplMjFdHm7y7l6lPxxb7_RL6J1d52BrasyNKvWFFyJIvF&_nc_ht=scontent.ftpe7-1.fna&oh=bede489724e78de3de4cc2be889dd4d1&oe=5E8C5EF1,https://zh.wikipedia.org/wiki/陳麗娜,https://www.facebook.com/Lina100gogo/,,,,,,
賴瑞隆,高雄市第八選舉區,民主進步黨,Y,Y,1973-11-15,46,http://www.ly.gov.tw/Images/Legislators/90102.jpg,https://zh.wikipedia.org/wiki/賴瑞隆,https://www.facebook.com/zenolai2/,臺灣大學國家發展研究所碩士;,立法院OpenData,"高雄市政府海洋局局長;高雄市政府新聞局局長;高雄市政府觀光局主任秘書;高雄市政府建設局專門委員;2009年高雄世運會執行秘書;行政院勞委會專員;行政院新聞局簡任秘書;國會助理;
  ;",立法院OpenData,,
敖博勝,高雄市第八選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/72974234_118401462912058_727316990334599168_o.jpg?_nc_cat=100&_nc_oc=AQmLrY9py2W5fBJ8SZnPYHBoB7kIKhkmQGk8yzhW_rlMEfEtCw0u94sK2bPYRioSSmrkwVwFoU37toXdnLdOvU9f&_nc_ht=scontent.ftpe7-1.fna&oh=8bb9de27397d031e8c7a9aa04bb0ed2a&oe=5E511537,,https://www.facebook.com/aouby1976/,,,,,,
宋瑋莉,基隆市選舉區,中國國民黨,N,N,1957-07-29,62,https://scontent.ftpe4-1.fna.fbcdn.net/v/t1.0-9/56232352_1989595411335848_2212043908471324672_n.jpg?_nc_cat=101&_nc_oc=AQki97iIxHDR7evW57jrjdaL97IY3RCAcfZK3XGkRT4seXLD9PqdSZyQ53GsXIUdg1c&_nc_ht=scontent.ftpe4-1.fna&oh=2a41f10d86f511e502528eb1f6910eac&oe=5E5CA2D6,https://zh.wikipedia.org/wiki/宋瑋莉,https://www.facebook.com/sungweili729/,,,,,,
蔡適應,基隆市選舉區,民主進步黨,Y,Y,1973-06-14,46,https://scontent.ftpe4-2.fna.fbcdn.net/v/t1.0-9/53343637_2096733680363486_8008343222088630272_n.jpg?_nc_cat=104&_nc_oc=AQmoZCB0OHhRK7ppAyICg-vHdY5X-Xyg5U_5nfpB-YJujpsQ4i20OTmz4x9M-FtOPtc&_nc_ht=scontent.ftpe4-2.fna&oh=267bba7f1bde0d95773e3c233d2780cb&oe=5E501086,https://zh.wikipedia.org/wiki/蔡適應,https://www.facebook.com/keelungING/,淡江大學國際事務與戰略研究所碩士;東海大學政治系學士;,立法院OpenData,基隆市第16、17、18屆市議員;民進黨基隆市黨部主委;臺北大學都市計劃研究所博士候選人;比利時魯汶大學歐洲空間發展規劃（ESDP）訪問學人;經國管理學院憲法學講師;基隆柔術委員會主委、家扶中心助養人、社會公益團體幹部顧問;陸軍指職軍官班第一期;前基隆觀光,立法院OpenData,,
楊石城,基隆市選舉區,國會政黨聯盟,N,N,,,https://scontent.ftpe4-2.fna.fbcdn.net/v/t1.0-9/67332827_2080949305534585_2974654380243943424_n.jpg?_nc_cat=104&_nc_oc=AQmqOlWZetK_O-0VPyczqS45NB3JgjiSUPtPj6X9WG1JHxfkzypUsBNAl6w4ddIBEB0&_nc_ht=scontent.ftpe4-2.fna&oh=18d2336cfec1718e36104c10d3d7d4ae&oe=5E4AFA8E,,https://www.facebook.com/keelungShicheng/,,,"基隆市第十九屆現任議員
基隆市第十六、十七、十八屆議員
仁正里第十七屆里長
仁正社區發展協會第三、四屆理事長
奧林匹克運動器材量販店負責人
廉益運動廣場負責人
偉成海軍軍艦福利社供應商
海軍新兵訓練中心教育班長",https://www.facebook.com/keelungShicheng/,,
陳志成,基隆市選舉區,台灣維新,N,N,,,,,,,,,,,
張耿輝,基隆市選舉區,無黨籍,N,N,,,https://scontent.ftpe4-1.fna.fbcdn.net/v/t31.0-8/10604704_957431340937194_7322835968259825037_o.jpg?_nc_cat=106&_nc_oc=AQmUnT-iP0gpVJAjLaiIMc38yLze9xuGo8RUyJR9rday39jxXPcwwF93waPNZ3ah7WY&_nc_ht=scontent.ftpe4-1.fna&oh=57a58dae8e4d483cc7af9c009c986428&oe=5E87EF09,,https://www.facebook.com/%E5%BC%B5%E8%80%BF%E8%BC%9D-319628701384131/,,,現任 基隆市市議員,https://www.facebook.com/pg/%E5%BC%B5%E8%80%BF%E8%BC%9D-319628701384131/about/?ref=page_internal,,
呂國華,宜蘭縣選舉區,中國國民黨,N,N,1956-02-26,64,http://commons.wikimedia.org/wiki/Special:FilePath/2006OlympicDayRunning%20KHLu.jpg,https://zh.wikipedia.org/wiki/呂國華,https://www.facebook.com/yilan20/,,,,,,
陳歐珀,宜蘭縣選舉區,民主進步黨,Y,Y,1962-10-12,57,http://www.ly.gov.tw/Images/Legislators/90068.jpg,https://zh.wikipedia.org/wiki/陳歐珀,https://www.facebook.com/chenoupo/,國立中興大學森林研究所碩士;國立中興大學森林所學士;省立宜蘭高級中學;,立法院OpenData,"第8屆立法委員;國立臺灣大學環工所博士生;宜蘭縣政府機要秘書;勞委會羅東、新店就業服務站站長;國民大會代表;民進黨宜蘭縣黨部主任委員;臺灣省第10屆臺灣省議會議員;三星鄉代理鄉長（創辦蔥蒜節）;國立宜蘭大學兼任講師;林業科高考及格;
  ;",立法院OpenData,,
孫博萮,宜蘭縣選舉區,無黨籍,N,N,1978-03-04,42,https://reurl.cc/yyA2m6,,https://www.facebook.com/FishSun.tw/,輔仁大學宗教學系畢；台灣大學法律學分班第29期結業,,台灣大學國家發展研究所碩士在職專班、守護宜蘭好山好水行動聯盟召集人、宜蘭助英台團長、宜蘭縣公民監督聯盟理事、宜蘭縣環境保護聯盟常務理事、綠主張綠電生產合作社理事、主婦聯盟生活消費合作社社員代表、福爾摩沙綠能自主促進會共同發起人、台灣大學員生消費合作社社員代表、台灣大學研究生協會研究生代表,,,
黃定和,宜蘭縣選舉區,無黨籍,N,N,1958-01-05,62,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/75603912_1465552796926218_3723155570916589568_o.jpg?_nc_cat=109&_nc_oc=AQntvg0ItAFFXapZpNhsNI9r-aCaDa75WErQrGBC2mDlFOZ9Fl2WL3--PnHYuDfDd-em9K3yOhGjr7X3jso7uFMP&_nc_ht=scontent.ftpe7-2.fna&oh=bdf29028d319b1ab35a53bdc63616989&oe=5E517EC7,https://zh.wikipedia.org/wiki/黃定和,https://www.facebook.com/h706277fans/,,,,,,
林為洲,新竹縣第一選舉區,中國國民黨,Y,Y,1961-07-25,58,http://www.ly.gov.tw/Images/Legislators/90031.jpg,https://zh.wikipedia.org/wiki/林為洲,https://www.facebook.com/linweijo/,國立中央大學中文系畢業;,立法院OpenData,"第6屆立法委員;第14、15、18屆新竹縣議員;第17屆新竹縣議會副議長;中國國民黨新竹縣黨部主任委員;
  ;",立法院OpenData,,
周江杰,新竹縣第一選舉區,民主進步黨,N,N,1980-07-15,39,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/71935021_1386817574803258_318044647551139840_o.jpg?_nc_cat=100&_nc_oc=AQl7dFh-lJC6CMPP3DI7Of7dPcOxeI6H-FxFFTnrv8IOIhma4HVblWgMGljdAof1-BqiSvOgCOO7-U_3N9JbaNQb&_nc_ht=scontent.ftpe7-1.fna&oh=bb7ccb492780eec34d9dca7323b2e00e&oe=5E5801E6,https://zh.wikipedia.org/wiki/周江杰,https://www.facebook.com/CCCHOUwin/,,,,,,
余筱菁,新竹縣第一選舉區,綠黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/60218724_2337145383170708_3800280908536217600_n.jpg?_nc_cat=103&_nc_oc=AQmUcpN8KyPPTy_4PZsNSxELdyLMwFZRnEzM5yvWzya6C8kY1O_B_eAynE2C8qEGGQYb_MYNl2pDnXUANgRP26nG&_nc_ht=scontent.ftpe7-3.fna&oh=d3982c32359b411670907d92770e41a3&oe=5E884F71,,https://www.facebook.com/Hakkameme.LoveTaiwan/,,,,,,
