選區,參選人,網址,FB_ID,讚數,藍勾勾,建立日期,管理員國家,改名次數
高雄市第八選舉區,敖博勝,https://www.facebook.com/aouby1976/,108367733915431,1333,blue_verified,2019-10-17,"Taiwan (3)",2
基隆市選舉區,宋瑋莉,https://www.facebook.com/sungweili729/,1408037012825027,20256,blue_verified,2015-02-04,"Taiwan (6)",0
基隆市選舉區,蔡適應,https://www.facebook.com/keelungING/,114129008623973,40815,blue_verified,2010-05-03,"Taiwan (14)",1
基隆市選舉區,楊石城,https://www.facebook.com/keelungShicheng/,1491053911190797,2934,not_verified,2015-10-17,,5
基隆市選舉區,張耿輝,https://www.facebook.com/%E5%BC%B5%E8%80%BF%E8%BC%9D-319628701384131/,319628701384131,5524,not_verified,2011-11-17,"Taiwan (5)",1
宜蘭縣選舉區,呂國華,https://www.facebook.com/yilan20/,203178079695479,4046,not_verified,2011-03-02,"Taiwan (6)",1
宜蘭縣選舉區,陳歐珀,https://www.facebook.com/chenoupo/,233849906653070,37422,blue_verified,2011-08-03,"Taiwan (12)",1
宜蘭縣選舉區,孫博萮,https://www.facebook.com/FishSun.tw/,767056596705990,7716,not_verified,2014-12-13,"Taiwan (7)",11
宜蘭縣選舉區,黃定和,https://www.facebook.com/h706277fans/,229721173842726,4773,not_verified,2013-08-27,"Taiwan (11)",3
新竹縣第一選舉區,林為洲,https://www.facebook.com/linweijo/,300320033502806,84773,blue_verified,2014-09-26,"Taiwan (6)",1
新竹縣第一選舉區,周江杰,https://www.facebook.com/CCCHOUwin/,359984657486560,7291,not_verified,2014-08-31,"Taiwan (11)",2
新竹縣第一選舉區,余筱菁,https://www.facebook.com/Hakkameme.LoveTaiwan/,2013924568826126,7552,not_verified,2017-12-12,"Taiwan (8)",2
新竹縣第一選舉區,吳旭智,https://www.facebook.com/Morning.MKT/,887106361337696,8424,not_verified,2015-09-08,"Taiwan (10)",0
新竹縣第二選舉區,林思銘,https://www.facebook.com/%E6%9E%97%E6%80%9D%E9%8A%98-%E5%B9%B8%E7%A6%8F%E9%A0%98%E8%88%AA-%E6%96%B0%E7%AB%B9%E5%87%BA%E7%99%BC-282048612723007/,282048612723007,9081,not_verified,2019-04-01,"Taiwan (13), Ukraine (1)",1
新竹縣第二選舉區,鄭朝方,https://www.facebook.com/newchange13/,1026644327493784,25308,blue_verified,2018-05-30,"Taiwan (11)",0
新竹縣第二選舉區,邱靖雅,https://www.facebook.com/joinus.tw/,689837094426996,8064,not_verified,2014-09-05,"Taiwan (7)",3
新竹縣第二選舉區,林碩彥,https://www.facebook.com/zhubeipeoplesquare/,2046821002249593,3053,blue_verified,2018-07-04,"Taiwan (4)",4
新竹市選舉區,鄭正鈐,https://www.facebook.com/CCCHsinchu/,186612874691719,115914,blue_verified,2011-01-20,"Taiwan (14)",1
新竹市選舉區,鄭宏輝,https://www.facebook.com/service.chh/,766804583451824,48185,not_verified,2016-01-19,"Taiwan (9)",4
新竹市選舉區,高鈺婷,https://www.facebook.com/ytkao.npp/,591302904712811,16719,not_verified,2019-05-14,"Taiwan (10)",0
新竹市選舉區,廖蓓瑩,https://www.facebook.com/liaobeiying.cpa/,2227824747528392,6565,not_verified,2019-07-20,"Taiwan (7)",0
新竹市選舉區,曾楷耀,https://www.facebook.com/%E6%9B%BE%E6%A5%B7%E8%80%80%E6%96%B0%E7%AB%B9%E5%B8%82%E7%AB%8B%E5%A7%94%E5%8F%83%E9%81%B8%E4%BA%BA-2372978276314866/,2372978276314866,738,not_verified,2019-06-27,,0
苗栗縣第一選舉區,陳超明,https://www.facebook.com/amingo1217/,1621835121361449,23864,blue_verified,2015-03-15,"Taiwan (3)",0
苗栗縣第一選舉區,羅貴星,https://www.facebook.com/lokuehsing/,1484856198394601,7266,not_verified,2014-04-19,"Taiwan (9)",2
苗栗縣第一選舉區,朱哲成,https://www.facebook.com/SocialistChu/,327510054791630,3546,blue_verified,2019-07-22,"Taiwan (7)",1
苗栗縣第二選舉區,徐志榮,https://www.facebook.com/hsu0731/,1385833738386412,6686,blue_verified,2015-01-08,"Taiwan (6)",1
苗栗縣第二選舉區,徐定禎,https://www.facebook.com/tingchen0104/,1464786747128444,6040,blue_verified,2014-09-21,"Taiwan (4)",2
苗栗縣第二選舉區,溫俊勇,https://www.facebook.com/wenchunyung/,384377418962780,7633,not_verified,2019-02-10,"Taiwan (5)",3
彰化縣第一選舉區,柯呈枋,https://www.facebook.com/chckcf/,751384364883409,13469,not_verified,2014-02-06,"Taiwan (9)",1
彰化縣第一選舉區,陳秀寳,https://www.facebook.com/%E9%99%B3%E7%A7%80%E5%AF%B6-2213635748884193/,2213635748884193,5132,not_verified,2018-11-26,"Taiwan (9)",2
彰化縣第二選舉區,張瀚天,https://www.facebook.com/%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1%E5%80%99%E9%81%B8%E4%BA%BA%E5%BC%B5%E7%80%9A%E5%A4%A9-1804865663072596/,1804865663072596,16759,not_verified,2015-04-14,"Taiwan (7)",1
彰化縣第二選舉區,黃秀芳,https://www.facebook.com/smilefangfang/,197493393915516,14418,blue_verified,2015-10-07,"Taiwan (10)",0
彰化縣第二選舉區,陳杰,https://www.facebook.com/chen.jay/,204408046430917,5263,not_verified,2014-01-19,"Taiwan (9)",2
彰化縣第二選舉區,黃玉芬,https://www.facebook.com/%E9%BB%83%E7%8E%89%E8%8A%AC-491176550931779/,491176550931779,6944,not_verified,2013-04-02,"Taiwan (5)",0
彰化縣第三選舉區,謝衣鳳,https://www.facebook.com/HsiehYifong/,376687563131189,17401,not_verified,2019-02-11,"Taiwan (7)",0
彰化縣第三選舉區,洪宗熠,https://www.facebook.com/Hungchunyifans/,1503029943345019,8039,not_verified,2015-09-22,"Taiwan (16)",2
彰化縣第四選舉區,蕭景田,https://www.facebook.com/zhanghua8382277/,208186755867197,18370,not_verified,2011-04-15,"Taiwan (7)",1
彰化縣第四選舉區,陳素月,https://www.facebook.com/chengSayYes/,1556863941219141,15924,blue_verified,2014-12-11,"Taiwan (9)",0
南投縣第一選舉區,馬文君,https://www.facebook.com/nantou.go/,212367085460895,21952,blue_verified,2011-05-20,"Taiwan (10)",1
南投縣第一選舉區,蔡培慧,https://www.facebook.com/ahuitsai.tw/,997683843637673,12090,blue_verified,2016-02-16,"Taiwan (8)",6
南投縣第二選舉區,陳癸佑,https://www.facebook.com/%E9%99%B3%E7%99%B8%E4%BD%91%E7%AB%B6%E9%81%B8%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1%E6%9C%8D%E5%8B%99%E5%B9%B3%E5%8F%B0-100353361352326/,100353361352326,2644,not_verified,2019-09-03,"Taiwan (4)",2
雲林縣第一選舉區,張嘉郡,https://www.facebook.com/Sweet.Yunlin/,189061482332,63890,blue_verified,2009-12-02,"Taiwan (11)",0
雲林縣第一選舉區,蘇治芬,https://www.facebook.com/suchihfen/,588499344612267,81832,blue_verified,2009-08-25,"Taiwan (6)",0
雲林縣第二選舉區,謝淑亞,https://www.facebook.com/ladyshuya/,214564115255532,13703,not_verified,2011-07-11,"Taiwan (10)",0
雲林縣第二選舉區,劉建國,https://www.facebook.com/liucnko.fans/,151141591586217,46651,blue_verified,2010-09-18,"Taiwan (5)",0
雲林縣第二選舉區,張永津,https://www.facebook.com/%E9%9B%B2%E6%9E%97%E8%BC%AA%E6%A4%85%E7%AB%8B%E5%A7%94%E5%BC%B5%E6%B0%B8%E6%B4%A5-120741162662437/,120741162662437,448,not_verified,2019-10-06,,0
嘉義縣第一選舉區,王啟澧,https://www.facebook.com/OurChiayi/,394926941361071,7971,blue_verified,2019-05-08,"Taiwan (8)",0
嘉義縣第一選舉區,蔡易餘,https://www.facebook.com/chiayionefish/,667639666625768,52599,blue_verified,2014-02-09,"Taiwan (4)",1
嘉義縣第二選舉區,許能通,https://www.facebook.com/%E8%A8%B1%E8%83%BD%E9%80%9A-%E5%98%89%E7%BE%A9%E7%B8%A3%E5%B1%B1%E5%8D%80%E7%AB%8B%E5%A7%94%E5%8F%83%E9%81%B8%E4%BA%BA-1184412565034462/,1184412565034462,1492,not_verified,2018-08-09,"Taiwan (8)",4
嘉義縣第二選舉區,陳明文,https://www.facebook.com/chenminwen/,423264790257,,,1970-01-01,,
嘉義縣第二選舉區,林國慶,https://www.facebook.com/%E5%98%89%E7%BE%A9%E5%9B%9D%E4%BB%94-%E6%9E%97%E5%9C%8B%E6%85%B6-153414734741543/,153414734741543,32681,not_verified,2011-08-19,"Taiwan (8)",1
嘉義市選舉區,傅大偉,https://www.facebook.com/fudawei0/,305814095050,11263,not_verified,2009-11-04,"Taiwan (8)",6
嘉義市選舉區,王美惠,https://www.facebook.com/ahueimoto/,105497726206174,9469,not_verified,2011-05-25,"Taiwan (5)",1
嘉義市選舉區,蔡永泉,https://www.facebook.com/tw0921506663/,944095705649324,1250,not_verified,2015-08-30,,2
屏東縣第一選舉區,葉壽山,https://www.facebook.com/yehShouShan/,146869168689841,10953,blue_verified,2010-10-09,"Taiwan (9)",4
屏東縣第一選舉區,鍾佳濱,https://www.facebook.com/cafe1965/,196149913929554,44192,blue_verified,2014-02-26,"Taiwan (5)",0
屏東縣第一選舉區,潘偉龍,https://www.facebook.com/PanLegislator/,113957710023963,460,not_verified,2019-10-22,,1
屏東縣第一選舉區,蔣月惠,https://www.facebook.com/%E8%94%A3%E6%9C%88%E6%83%A0%E7%B8%A3%E8%AD%B0%E5%93%A1%E6%9C%8D%E5%8B%99%E5%B0%88%E5%8D%80-1415047975474831/,1415047975474831,64013,not_verified,2015-03-18,"Taiwan (3)",0
屏東縣第一選舉區,洪恆珠,https://www.facebook.com/HungHCconfidante/,101595117858392,707,not_verified,2019-08-01,,1
屏東縣第二選舉區,周佳琪,https://www.facebook.com/go2sister/,258387768395887,8005,not_verified,2019-02-23,"Taiwan (5)",2
屏東縣第二選舉區,莊瑞雄,https://www.facebook.com/dpp.ptbear/,906757082709940,13927,not_verified,2015-02-09,"Taiwan (1)",0
屏東縣第二選舉區,鄭文龍,https://www.facebook.com/%E5%B1%8F%E5%8D%97%E7%AC%AC%E4%BA%8C%E9%81%B8%E5%8D%80%E7%AB%8B%E5%A7%94%E5%8F%83%E9%81%B8%E4%BA%BA%E9%84%AD%E6%96%87%E9%BE%8D-111794480252594/,111794480252594,204,not_verified,2019-10-30,,0
屏東縣第二選舉區,潘政治,https://www.facebook.com/%E6%94%BF%E6%B2%BB%E8%B6%85%E8%B6%8A%E6%94%BF%E6%B2%BB-%E6%BD%98%E6%94%BF%E6%B2%BB-376945843055276/,376945843055276,576,not_verified,2019-01-10,,1
臺東縣選舉區,張志明,https://www.facebook.com/CMCHANG.LOVETAITUNG/,523482051485368,3077,blue_verified,2019-01-15,"Taiwan (1)",0
臺東縣選舉區,劉櫂豪,https://www.facebook.com/ChaoHaoLiu/,213939351983587,51653,blue_verified,2011-07-05,"Taiwan (7)",0
花蓮縣選舉區,黃啟嘉,https://www.facebook.com/chichiahualien/,389521298483300,5695,not_verified,2019-01-08,"Taiwan (7)",2
花蓮縣選舉區,蕭美琴,https://www.facebook.com/Bikhim/,237292960686,105668,blue_verified,2010-01-07,"Taiwan (8)",1
花蓮縣選舉區,傅崐萁,https://www.facebook.com/Fu.KunChi/,246324992373019,425978,not_verified,2016-03-22,"Taiwan (11)",0
澎湖縣選舉區,歐中慨,https://www.facebook.com/ou.chung.kai/,421230017914887,3982,not_verified,2012-08-24,"Taiwan (5)",0
澎湖縣選舉區,楊曜,https://www.facebook.com/%E6%A5%8A%E6%9B%9CYangyao-220796314615357/,220796314615357,5567,blue_verified,2011-05-25,"Taiwan (6)",0
澎湖縣選舉區,陳大松,https://www.facebook.com/%E9%99%B3%E5%A4%A7%E6%9D%BE-337867649956674/,337867649956674,274,not_verified,2017-11-25,,0
金門縣選舉區,陳玉珍,https://www.facebook.com/KinmenMyLove/,988612857845062,20207,blue_verified,2015-05-30,"Taiwan (8)",3
金門縣選舉區,洪正,https://www.facebook.com/HungCheng.TK/,145895049440542,9055,not_verified,2018-02-21,"Taiwan (5)",1
金門縣選舉區,吳成典,https://www.facebook.com/welikekm/,164513070265007,1845,not_verified,2011-02-14,,1
金門縣選舉區,洪和成,https://www.facebook.com/HerCheng.Hong/,1460015614106063,624,not_verified,2017-12-05,"Taiwan (1)",1
連江縣選舉區,陳雪生,https://www.facebook.com/matsuchenlionheart/,335322966560878,697,not_verified,2012-08-16,,0
連江縣選舉區,李問,https://www.facebook.com/wen1949/,104674337567749,11111,blue_verified,2019-08-19,"Taiwan (7)",2
連江縣選舉區,李克焜,https://www.facebook.com/%E6%84%9B%E5%BF%83%E9%BB%A8%E6%9D%8E%E5%85%8B%E7%84%9C-318795942254722/,318795942254722,63,not_verified,2018-10-26,,0
平地原住民選舉區,廖國棟,https://www.facebook.com/Sufin.Siluko/,418243609026382,6515,not_verified,2019-06-10,"Taiwan (1)",1
平地原住民選舉區,黃仁,https://www.facebook.com/kincyang1/,295041434386521,3515,not_verified,2018-08-02,"Taiwan (4)",2
平地原住民選舉區,陳瑩,https://www.facebook.com/11YIG/,808141885898192,25542,blue_verified,2015-01-05,"Taiwan (9)",9
平地原住民選舉區,楊進福,https://www.facebook.com/%E6%A1%83%E5%9C%92%E5%B8%82%E8%AD%B0%E5%93%A1%E6%A5%8A%E9%80%B2%E7%A6%8F%E6%9C%8D%E5%8B%99%E8%99%95-648923528523114/,648923528523114,558,not_verified,2014-05-29,,2
平地原住民選舉區,高潞·以用·巴魕剌,https://www.facebook.com/kawloiyun/,1478244282451341,24774,not_verified,2014-09-21,"Taiwan (4)",3
山地原住民選舉區,章正輝,https://www.facebook.com/Lemaljiz.kusaza/,397129697787672,3638,not_verified,2019-04-05,"Taiwan (4)",0
山地原住民選舉區,伍麗華,https://www.facebook.com/SaidaiWinForUS/,108838737137170,5105,not_verified,2019-08-10,"Taiwan (6)",0
山地原住民選舉區,伊斯坦大․貝雅夫․正福,https://www.facebook.com/Istanda.paingav.chengfu/,1491240701111676,1681,not_verified,2014-06-24,,6
山地原住民選舉區,柯富國,https://www.facebook.com/%E6%9F%AF%E5%AF%8C%E5%9C%8B-%E6%9C%8D%E5%8B%99%E5%9C%98%E9%9A%8A-1494689730782076/,1494689730782076,629,not_verified,2014-10-03,,6
山地原住民選舉區,李玉蕙,https://www.facebook.com/Eli.Takesi/,657396148058889,119,not_verified,2019-04-26,,1
山地原住民選舉區,林信義,https://www.facebook.com/WaTanDoPow/,1717121935187203,1538,not_verified,2015-09-30,,1
臺中市第五選舉區,朱立凡,https://www.facebook.com/Forlifanshow/,740586099382859,3693,not_verified,2015-02-07,"Taiwan (1)",1
臺中市第六選舉區,洪偉富,https://www.facebook.com/%E6%B4%AA%E5%81%89%E5%AF%8C-957194977814402/,957194977814402,257,not_verified,2019-01-14,"Taiwan (1)",0
政黨,中國國民黨,https://www.facebook.com/mykmt/,131181017972,560763,blue_verified,2009-09-15,"Taiwan (6)",0
政黨,民主進步黨,https://www.facebook.com/dpptw/,150336441057,718134,blue_verified,2009-10-04,"Taiwan (23)",0
政黨,台灣民眾黨,https://www.facebook.com/TPPfanpage/,104699394209550,60288,blue_verified,2019-07-31,"Taiwan (13)",0
政黨,國會政黨聯盟,https://www.facebook.com/CongressPartyAlliance/,345225916261333,56290,not_verified,2018-10-31,"Taiwan (10)",0
政黨,安定力量,https://www.facebook.com/StabilityOfPower/,361802464195164,77612,not_verified,2017-01-09,"Taiwan (9)",2
政黨,台灣維新,https://www.facebook.com/TaiwanRenewalParty/,106672627375406,3719,not_verified,2019-08-28,"Taiwan (9)",1
政黨,宗教聯盟,https://www.facebook.com/InterfaithUnion/,1353409618139235,807,not_verified,2018-03-15,"Taiwan (1)",1
政黨,一邊一國行動黨,https://www.facebook.com/TaiwanActionPartyAlliance/,101909061180405,2396,not_verified,2019-08-19,"Taiwan (6)",0
政黨,時代力量,https://www.facebook.com/newpowerparty/,891084220962935,203449,blue_verified,2015-01-21,"Taiwan (7)",1
政黨,新黨,https://www.facebook.com/%E6%96%B0%E9%BB%A8-937917829629800/,937917829629800,1443,not_verified,2015-12-27,,0
政黨,喜樂島聯盟,https://www.facebook.com/%E5%96%9C%E6%A8%82%E5%B3%B6%E8%81%AF%E7%9B%9F%E7%B8%BD%E9%83%A8-341990723391739/,341990723391739,1965,not_verified,2019-07-17,"Taiwan (4)",0
政黨,台灣基進,https://www.facebook.com/Statebuilding.tw/,348571125292077,132654,not_verified,2014-05-28,"Taiwan (28), France (2), Slovakia (1)",2
政黨,親民黨,https://www.facebook.com/PFPTW/,981326588613347,18010,blue_verified,2016-03-11,"Taiwan (9)",1
政黨,綠黨,https://www.facebook.com/TaiwanGreenParty/,282353111158,133015,not_verified,2010-01-18,"Taiwan (9)",0
政黨,無黨團結聯盟,https://www.facebook.com/npsunion/,903689613021496,17384,not_verified,2015-05-29,"Taiwan (5)",0
政黨,社會民主黨,https://www.facebook.com/sdparty.tw/,787525628003360,48848,blue_verified,2015-02-23,"Taiwan (11)",0
政黨,台灣團結聯盟,https://www.facebook.com/tsu.org/,191702400842679,42503,not_verified,2011-01-20,"Taiwan (8)",0
嘉義市選舉區,黃宏成台灣阿成世界偉人總統,https://www.facebook.com/RichGodPresident/,860334320708358,10154,not_verified,2015-05-24,"Taiwan (1)",0
政黨,白色聯盟,https://www.facebook.com/%E7%99%BD%E8%89%B2%E8%81%AF%E7%9B%9F-2591924264165121/,2591924264165121,413,not_verified,2019-05-02,"Taiwan (5)",0
臺北市第七選舉區,陳雨凡,https://www.facebook.com/voteufan/,2278057285743332,11183,not_verified,2019-03-17,"Taiwan (12)",1
政黨,歡樂無法黨,https://www.facebook.com/CantStopThisParty.TW/,101549267969441,10805,not_verified,2019-11-06,,0
總統,蔡英文,https://www.facebook.com/tsaiingwen/,46251501064,2506879,blue_verified,2008-10-01,"Taiwan (15)",0
總統,韓國瑜,https://www.facebook.com/twherohan/?ref=br_rs,1863023523934803,805271,blue_verified,2016-11-23,"Taiwan (12), Canada (1), Switzerland (1)",3
