term,sessionPeriod,sessionTimes,name,clicks
"09","05","05",空氣污染防制法部分條文修正草案,345
"09","02","17",專利法部分條文修正草案,343
"09","07","01",警察人員人事條例第三十七條條文修正草案,343
"09","04","04",土地徵收條例第五十七條條文修正草案,342
"09","02","02",道路交通管理處罰條例第九十二條條文修正草案,341
"09","04","10",國軍眷村文化保存暨發展條例草案,341
"09","05","07",律師法第七條條文修正草案,341
"09","02","13",國籍法第三條條文修正草案,340
"09","04","12",宣誓條例第五條、第九條及第十條條文修正草案,340
"09","06","14",國家語言發展法草案,340
"09","01","09",國家安全法第三條條文修正草案,339
"09","04","05",道路交通管理處罰條例第六十條條文修正草案,339
"09","04","10",獸醫師法部分條文修正草案,339
"09","03","01",法院組織法第二十三條條文修正草案,338
"09","04","02",107年度中央政府總預算案（公務預算部分）,338
"09","05","09",醫療事故預防及爭議處理法草案,338
"09","07","12",律師法修正草案,338
"09","01","17",入出國及移民法第三十一條條文修正草案,337
"09","01","18",香港澳門關係條例第十八條條文修正草案,337
"09","04","15",船舶法第八十七條條文修正草案,337
"09","01","17",都市更新條例部分條文修正草案,336
"09","02","05",農會法部分條文修正草案,336
"09","04","08",著作權法修正草案,336
"09","02","17",公司法第二百八十二條及第二百八十三條條文修正草案,335
"09","05","12",資通安全法草案,335
"09","02","05",臺灣地區與大陸地區人民關係條例部分條文修正草案,333
"09","02","11",國家安全法第九條條文修正草案,333
"09","04","15",口腔衛生人員法草案,333
"09","07","04",公務人員退休資遣撫卹法第三十四條條文修正草案,333
"09","01","16",住宅法修正草案,332
"09","07","02",學校午餐促進條例草案,332
"09","01","18",動物保護法部分條文修正草案,331
"09","01","18",農會法第二十五條之一條文修正草案,330
"09","02","17",勞資爭議處理法第四十三條條文修正草案,330
"09","04","09",勞動基準法部分條文修正草案,328
"09","04","10",空氣污染防制法第十二條、第十四條及第八十二條條文修正草案,328
"09","05","10",刑事訴訟法第五十七條及第六十一條條文修正草案,328
"09","01","18",遺產及贈與稅法第十三條、第十九條及第二十二條條文修正草案,327
"09","04","15",難民法草案,327
"09","06","15",醫療器材管理法草案,327
"09","04","12",中央政府總預算案審查程序第三條條文修正草案,326
"09","02","11",貨物稅條例第十一條及第十二條之三條文修正草案,324
"09","05","05",保險法第一百四十六條之四條文修正草案,324
"09","07","09",再生能源發展條例部分條文修正草案,324
"09","02","13",發展觀光條例部分條文修正草案,323
"09","05","07",觀察勒戒處分執行條例第八條條文修正草案,323
"09","06","15",中央政府前瞻基礎建設計畫第2期特別預算案（108年度至109年度）,323
"09","04","03",原住民身分法修正草案,322
"09","04","03",中華民國憲法增修條文修正草案,322
"09","05","11",國民參與刑事審判法草案,322
"09","01","18",消防設備人員法草案,321
"09","03","02",考試院組織法第三條、第四條及第五條條文修正草案,321
"09","04","03",道路交通管理處罰條例第六十條條文修正草案,321
"09","07","04",證券交易法第十四條之五及第三十六條條文修正草案,321
"09","03","10",平均地權條例第十四條、第十七條及第十八條條文修正草案,320
"09","07","11",教師法第十一條及第十四條條文修正草案,320
"09","02","14",國家安全法第二條之一及第五條條文修正草案,319
"09","04","04",空氣污染防制法第六條、第八條及第九條條文修正草案,319
"09","04","10",毒性化學物質管理法修正草案,319
"09","04","07",僑務委員會組織法第四條條文修正草案,318
"09","04","15",數位通訊傳播法草案,318
"09","07","11",特殊教育法第二十九條條文修正草案,317
"09","02","05",公職人員選舉罷免法第五十五條條文修正草案,316
"09","05","05",空氣污染防制法第十二條及第十四條條文修正草案,315
"09","02","15",國民體育法修正草案,314
"09","01","16",性別工作平等法第二十條條文修正草案,313
"09","04","05",勞動基準法增訂第四十條之一條文草案,313
"09","04","05",組織犯罪防制條例第二條條文修正草案,313
"09","04","06",中華民國刑法第一百九十條之一、第一百九十條之二及第一百九十條之三條文修正草案,313
"09","04","10",勞動基準法增訂第四十條之一條文草案,313
"09","01","18",私立學校法部分條文修正草案,312
"09","03","15",稅捐稽徵法增訂第五條之一及第四十六條之一條文草案,312
"09","04","02",消費者債務清理條例部分條文修正草案,312
"09","04","03",陸海空軍軍官士官服役條例第六條條文修正草案,312
"09","05","07",船舶法部分條文修正草案,312
"09","03","01",勞動基準法增訂第二十二條之一條文草案,311
"09","03","05",就業服務法第五條之一及第六十七條條文修正草案,309
"09","02","15",運動產業發展條例部分條文修正草案,308
"09","03","10",礦業法修正草案,308
"09","04","12",公民投票法第七條條文修正草案,308
"09","05","10",道路交通管理處罰條例部分條文修正草案,308
"09","07","10",羈押法修正草案,308
"09","07","10",貨物稅條例第十一條、第十一條之一及第十二條之六條文修正草案,307
"09","02","17",國家公園法部分條文修正草案,305
"09","03","01",都市更新條例第十八條、第五章章名及第五十二條之一條文修正草案,305
"09","04","07",地方制度法增訂第五十四條之一條文草案,305
"09","04","11",全民健康保險法第五十一條條文修正草案,305
"09","02","11",民事訴訟法第二百五十四條條文修正草案,304
"09","03","07",都市更新條例修正草案,304
"09","03","01",地方制度法增訂第五十四條之一條文草案,303
"09","04","15",跟蹤騷擾防制法草案,303
"09","07","13",境外資金匯回管理運用及課稅條例草案,303
"09","04","04",政府採購法第二十二條、第五十二條及第九十九條之一條文修正草案,302
"09","05","02",海關進口稅則部分稅則修正草案,302
"09","07","13",揭弊者保護法草案,302
"09","02","11",發展觀光條例第三十八條條文修正草案,300
"09","03","05",就業服務法第五條條文修正草案,300
"09","03","10",都市危險及老舊建築物加速重建獎勵條例草案,300
"09","04","08",政黨法草案,300
"09","04","03",桃園航空城機場園區用地取得計畫,299
"09","04","10",住宅租賃管理及發展條例草案,299
"09","02","12",政黨法草案,298
"09","02","15",國家安全法第五條條文修正草案,298
"09","03","03",戒嚴時期人民受損權利回復條例第三條、第四條及第四條之一條文修正草案,298
"09","03","03",礦業法第六條及第七十二條之一條文修正草案,298
"09","03","15",原住民族語言發展法草案,298
"09","06","13",司法院大法官審理案件法修正草案,298
"09","02","15",地方制度法部分條文修正草案,297
"09","04","11",都市危險及老舊建築物加速重建條例增訂第十條之一條文草案,295
"09","05","11",刑事訴訟法部分條文修正草案,295
"09","02","12",社會秩序維護法第六十四條條文修正草案,294
"09","06","08",數位通訊傳播法草案,294
"09","07","10",法官法部分條文及第七十一條第二項法官俸表修正草案,294
"09","07","15",國家安全法第二條之一及第五條之一條文修正草案,294
"09","02","12",臺灣地區與大陸地區人民關係條例部分條文修正草案,292
"09","02","17",消防法第九條、第十九條及第三十八條條文修正草案,291
"09","03","04",道路交通管理處罰條例第三十五條、第三十五條之一及第三十五條之二條文修正草案,291
"09","03","05",金融創新試驗草案,291
"09","01","19",菸酒管理法第五十七條及第五十九條條文修正草案,290
"09","02","03",公民投票法第四十二條、第四十三條及第五十一條條文修正草案,289
"09","06","14",電信管理法草案,289
"09","07","16",電信管理法草案,288
"09","03","09",卸任總統副總統禮遇條例第二條及第三條條文修正草案,287
"09","07","16",中華民國刑法第一百八十五條之三及第二百八十六條條文修正草案,286
"09","03","09",規費法第二十條條文修正草案,285
"09","04","04",資通安全管理法草案,285
"09","04","12",國家住宅及都市更新中心設置條例草案,284
"09","03","02",公司法第三百八十七條條文修正草案,283
"09","05","03",證券交易稅條例第二條之二條文修正草案,283
"09","02","12",臺灣地區與大陸地區人民關係條例第九條條文修正草案,281
"09","03","15",交通部組織法第二十條條文修正草案,281
"09","07","05",公立學校教職員退休資遣撫卹條例第三十四條條文修正草案,281
"09","02","13",社會秩序維護法增訂第六十三條之一條文草案,280
"09","07","04",道路交通管理處罰條例第三十五條條文修正草案,280
"09","07","16",反境外敵對勢力併吞滲透法草案,280
"09","05","10",律師法第三條條文修正草案,279
"09","07","09",揭弊者保護法草案,279
"09","02","11",智慧型港區監視系統建置計畫,278
"09","03","05",原住民族土地或部落範圍土地劃設辦法,278
"09","03","06",陸海空軍軍官士官服役條例第一條條文修正草案,278
"09","05","05",高級中等以下教育階段學生及幼兒園幼兒保險條例草案,277
"09","05","03",電信管理法草案,276
"09","01","19",道路交通管理處罰條例第三十五條條文修正草案,275
"09","05","12",交通及建設部運輸研究所組織法草案,275
"09","05","13",道路交通管理處罰條例第三十五條條文修正草案,275
"09","03","09",政府採購法第九十五條條文修正草案,273
"09","03","13",道路交通管理處罰條例第三十五條、第六十七條及第八十五條之二條文修正草案,272
"09","04","12",政府採購法第九十五條條文修正草案,272
"09","01","16",保險法第一百四十六條之五及第一百六十八條條文修正草案,271
"09","06","15",特殊教育法第十四條、第二十六條及第四十七條條文修正草案,271
"09","05","10",電信管理法草案,270
"09","04","10",國家機密保護法部分條文修正草案,269
"09","05","06",公司法第三百八十七條條文修正草案,269
"09","07","09",再生能源發展條例部分條文修正草案,269
"09","07","13",中華民國刑法施行法第八條之一條文修正草案,269
"09","02","02",海關進口稅則部分稅則修正草案,268
"09","03","03",都市計畫法第二十一條及第八十七條條文修正草案,268
"09","05","12",學校法人及其所屬私立學校教職員退休撫卹離職資遣條例第十條、第二十條及第二十一條條文修正草案,268
"09","07","07",考試院組織法部分條文修正草案,268
"09","07","13",中華民國刑法第三百二十條及第三百二十一條條文修正草案,268
"09","03","09",政府採購法第六條條文修正草案,267
"09","02","03",公職人員選舉罷免法部分條文修正草案,266
"09","05","10",公司法增訂第一百七十三條之一及第二百十條之一條文草案,266
"09","07","01",產業創新條例增訂第十條之一條文草案,266
"09","02","16",道路交通管理處罰條例部分條文修正草案,265
"09","04","12",證券交易法第十四條之二及第一百七十八條條文修正草案,265
"09","04","05",社會團體法草案,264
"09","05","02",監察法第二條條文修正草案,264
"09","04","08",再生能源發展條例第七條及第七條之一條文修正草案,263
"09","05","05",電信管理法草案,263
"09","05","11",醫療事故預防及爭議處理法草案,263
"09","03","03",促進民間參與公共建設法部分條文修正草案,262
"09","05","03",行政法院組織法部分條文修正草案,261
"09","05","05",再生能源發展條例部分條文修正草案,260
"09","06","08",就業服務法部分條文修正草案,260
"09","07","01",專利法部分條文修正草案,260
"09","04","09",勞動基準法第三十八條條文修正草案,259
"09","04","10",住宅租賃管理及發展條例草案,259
"09","05","08",公職人員選舉罷免法部分條文修正草案,259
"09","05","12",內政部國家公園署組織法草案,259
"09","02","16",海洋委員會海巡署組織法修正草案,258
"09","05","03",衛生福利部組織法第二條、第三條及第八條條文修正草案,258
"09","06","06",勞動事件法草案,258
"09","01","19",營造業法第三十條及第六十二條條文修正草案,257
"09","07","12",勞動基準法第十七條之一及第七十八條條文修正草案,257
"09","04","07",幼兒教育及照顧法第五十一條條文修正草案,256
"09","07","16",臺灣地區與大陸地區人民關係條例部分條文修正草案,256
"09","06","11",消費者債務清理條例部分條文修正草案,255
"09","03","03",空氣污染防制法部分條文修正草案,253
"09","03","06",礦業法部分條文修正草案,253
"09","07","05",刑事訴訟法部分條文修正草案,253
"09","07","13",除第（七）案繼續凍結200萬元外，餘均准予動支,252
"09","03","02",稅捐稽徵法增訂第五條之一及第四十六條之一條文草案,251
"09","03","07",刑事訴訟法施行法增訂第七條之十條文草案,251
"09","03","12",信託法部分條文修正草案,251
"09","03","15",民事訴訟法第二百五十四條條文修正草案,251
"09","04","02",107年度中央政府總預算案（公務預算部分）,251
"09","04","05",稅捐稽徵法第十一條之二條文修正草案,251
"09","06","06",中央政府前瞻基礎建設計畫第2期特別預算案,250
"09","07","06",新經濟移民法草案,248
"09","01","16",國家公園法增訂第二十三條之一條文草案,247
"09","01","16",立法院議事規則第二十二條條文修正草案,246
"09","02","03",組織犯罪防制條例部分條文修正草案,246
"09","05","11",強制汽車責任保險法部分條文修正草案,246
"09","06","15",民法部分條文修正草案,246
"09","03","06",通信電子與資訊管理,245
"09","06","08",貨物稅條例部分條文修正草案,245
"09","08","02",109年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）,245
"09","03","09",中華民國刑法第四十條條文修正草案,244
"09","05","05",空氣污染防制法修正草案,244
"09","03","04",就業服務法部分條文修正草案,243
"09","03","07",替代役實施條例第四十三條及第四十五條之一條文修正草案,243
"09","04","07",人民團體法刪除第四十九條條文草案,243
"09","04","05",兒童及少年性剝削防制條例部分條文修正草案,242
"09","05","05",陸海空軍刑法部分條文修正草案,242
"09","05","12",入出國及移民法部分條文修正草案,242
"09","04","02",菸害防制法部分條文修正草案,241
"09","04","05",空氣污染防制法第八十四條之一、第八十四條之二及第八十六條條文修正草案,241
"09","05","12",稅捐稽徵法第四十一條之一及第四十三條條文修正草案,241
"09","05","13",國家中山科學研究院設置條例第七條及第三十三條之一條文修正草案,241
"09","07","05",菸酒稅法第七條及第二十條之一條文修正草案,241
"09","03","02",毒品危害防制條例第二條之二、第三十一條之一及第三十六條條文修正草案,240
"09","05","11",糾纏行為防制法草案,240
"09","03","02",立法院第9屆第1會期各委員會召集委員名單,239
"09","04","08",勞動基準法第二十四條及第三十八條條文修正草案,239
"09","02","16",口腔健康法部分條文修正草案,238
"09","07","13",海關進口稅則部分稅則修正草案,238
"09","03","02",會計師法部分條文修正草案,237
"09","03","07",政府採購法部分條文修正草案,237
"09","04","02",住宅法第三十四條條文修正草案,237
"09","05","12",農業部農業藥物試驗所組織法草案,237
"09","07","12",糾纏行為防制法草案,237
"09","05","05",空氣污染防制法第十四條條文修正草案,236
"09","04","08",政府採購法第九十三條條文修正草案,234
"09","05","12",電信管理法草案,234
"09","05","14",中華民國總統府組織法第十七條條文修正草案,234
"09","07","06",公務人員退休資遣撫卹法第三十四條條文修正草案,234
"09","01","19",私立學校法部分條文修正草案,233
"09","02","16",證券交易稅條例第二條條文修正草案,233
"09","03","03",公司法第三百八十七條條文修正草案,233
"09","03","04",道路交通管理處罰條例第十八條之一及第十八條之二條文修正草案,233
"09","03","06",政治獻金法第十五條及第三十條條文修正草案,233
"09","02","16",稅捐稽徵法第二十三條條文修正草案,232
"09","03","04",礦業法部分條文修正草案,232
"09","04","09",有線廣播電視法第三十三條及第六十一條條文修正草案,232
"09","04","11",廢止監試法,232
"09","02","16",住宅法第二條及第八條條文修正草案,231
"09","02","16",香港澳門關係條例第十三條條文修正草案,230
"09","04","11",外役監條例部分條文修正草案,230
"09","05","13",長期照顧服務法第三十九條及第三十九條之一條文修正草案,230
"09","06","13",新經濟移民法草案,230
"09","06","14",行政訴訟法部分條文修正草案,230
"09","07","10",民法第九百七十二條條文修正草案,230
"09","04","08",廢止監試法,229
"09","05","08",法院組織法第八十三條條文修正草案,229
"09","03","05",勞動基準法第五十條條文修正草案,228
"09","04","08",就業服務法第五十二條條文修正草案,228
"09","04","09",勞動基準法第二十四條及第三十八條條文修正草案,228
"09","07","16",中華民國刑法第一百八十五條之三條文修正草案,228
"09","04","07",律師法部分條文修正草案,227
"09","06","01",無人載具科技創新實驗條例草案,226
"09","06","15",勞動基準法第二條條文修正草案,226
"09","06","15",信託法部分條文修正草案,224
"09","07","05",勞動基準法第九條條文修正草案,224
"09","03","13",醫療法增訂第九十條之一條文草案,223
"09","06","06",勞動事件法草案,223
"09","07","10",境外資金匯回管理運用及課稅條例草案,223
"09","07","12",糾纏行為防制法草案,223
"09","07","13",民用航空法增訂第五十九條之一條文草案,223
"09","07","16",臺灣地區與大陸地區人民關係條例增訂第五條之三條文草案,223
"09","03","06",社會秩序維護法第十九條、第六十四條及第六十四條之一條文修正草案,222
"09","03","13",中華民國刑法第一百八十五條之三條文修正草案,222
"09","06","01",公務人員任用法部分條文修正草案,222
"09","06","10",國家運輸安全調查委員會組織法,222
"09","03","06",原住民身分法部分條文修正草案,221
"09","06","06",法官法部分條文修正草案,221
"09","03","13",農藥管理法第十條條文修正草案,220
"09","06","01",洗錢防制法部分條文修正草案,220
"09","07","13",海洋基本法草案,220
"09","03","02",師資培育法修正草案,219
"09","07","05",道路交通管理處罰條例第三十五條條文修正草案,219
"09","07","06",蒙藏族身分證明條例第二條條文修正草案,219
"09","03","13",中華民國刑法第一百八十五條之三條文修正草案,218
"09","05","11",保險法部分條文修正草案,218
"09","05","11",中華民國刑法部分條文修正草案,217
"09","06","06",中央政府前瞻基礎建設計畫第2期特別預算案,217
"09","07","07",公務人員退休資遣撫卹法第三十四條條文修正草案,217
"09","08","07",消防法部分條文修正草案,214
"09","04","07",有機農業促進法草案,213
"09","05","11",刑事訴訟法施行法增訂第七條之十一條文草案,213
"09","05","13",發展觀光條例第五十七條條文修正草案,213
"09","07","09",再生能源發展條例部分條文修正草案,213
"09","05","06",民用航空法第一百十九條之二條文修正草案,212
"09","03","03",空氣污染防制法部分條文修正草案,211
"09","07","04",貨物稅條例第十二條之六條文修正草案,211
"09","07","12",國家機密保護法第三十二條、第三十三條及第三十四條條文修正草案,211
"09","07","08",公務人員退休資遣撫卹法第四條、第三十四條及第三十九條條文修正草案,210
"09","05","08",建築法部分條文修正草案,208
"09","05","08",消防法部分條文修正草案,207
"09","06","14",毒性化學物質管理法修正草案,207
"09","04","11",空氣污染防制法第十八條條文修正草案,206
"09","07","11",公民投票法部分條文修正草案,206
"09","05","13",農業發展條例第十二條條文修正草案,205
"09","07","15",海關進口稅則部分稅則修正草案,205
"09","03","04",食安新秩序-食安網絡計畫,204
"09","03","12",廢止推事檢察官書記官律師服制條例,204
"09","05","08",一般行政,203
"09","05","14",政治檔案條例草案,203
"09","07","12",電業法第九十五條條文修正草案,203
"09","04","11",發展觀光條例部分條文修正草案,202
"09","05","13",敏感科技保護法草案,201
"09","08","02",新式戰機採購特別條例草案,201
"09","07","08",臺灣地區與大陸地區人民關係條例增訂第五條之三條文草案,200
"09","07","16",監察法第十三條條文修正草案,199
"09","03","04",平均地權條例第十四條、第十七條及第十八條條文修正草案,198
"09","05","14",廢止國父陵園管理委員會組織條例,198
"09","06","12",法院組織法部分條文修正草案,198
"09","05","14",國軍消防車籌購業務費,197
"09","06","12",新經濟移民法草案,197
"09","05","08",文化創意產業發展法第五條、第七條及第三十條條文修正草案,196
"09","05","13",公職人員利益衝突迴避法第二條及第三條條文修正草案,195
"09","06","12",食品安全衛生管理法部分條文修正草案,195
"09","07","15",刑事訴訟法部分條文修正草案,195
"09","04","11",公教人員保險法第四十八條條文修正草案,194
"09","05","08",公寓大廈管理條例第四十二條及第四十九條條文修正草案,194
"09","06","01",中華民國刑法施行法增訂第八條之二及第十條之四條文草案,194
"09","05","02",一般行政,193
"09","05","08",中華民國刑法第二百八十六條條文修正草案,193
"09","06","07",少年事件處理法部分條文修正草案,193
"09","07","05",道路交通管理處罰條例第七十二條及第七十三條條文修正草案,193
"09","03","13",毒品危害防制條例第十一條條文修正草案,192
"09","05","08",科學工業園區設置管理條例修正草案,191
"09","06","03",財團法人軌道技術研究及驗證中心設置條例草案,190
"09","07","05",道路交通管理處罰條例部分條文修正草案,188
"09","07","12",勞動基準法增訂第二十二條之一條文草案,187
"09","06","06",再生醫療製劑管理條例草案,186
"09","07","06",道路交通管理處罰條例第三十五條及第六十條條文修正草案,186
"09","07","09",著作權法第八十七條及第九十三條條文修正草案,186
"09","03","03",藥事法部分條文修正草案,185
"09","05","14",新一代飛彈巡防艦－第一階段合約設計,185
"09","03","04",原住民族語言發展法草案,184
"09","05","06",刑事補償法部分條文修正草案,183
"09","05","09",醫療事故預防及處理法草案,183
"09","05","14",智慧運輸系統發展建設計畫,183
"09","06","10",臺灣地區與大陸地區人民關係條例第九十三條之一條文修正草案,183
"09","07","01",國防產業發展條例草案,183
"09","07","15",營造業法第四十條條文修正草案,182
"09","05","14",農業發展,181
"09","06","08",證券交易法部分條文修正草案,181
"09","03","12",公共場所母乳哺育條例第二條條文修正草案,180
"09","03","04",學校衛生法第二十三條之一條文修正草案,179
"09","05","14",保險法部分條文修正草案,178
"09","06","15",災害防救法第四十一條條文修正草案,178
"09","07","04",公立學校教職員退休資遣撫卹條例第三十四條條文修正草案,178
"09","07","15",貨物稅條例部分條文修正草案,178
"09","07","16",公立學校教職員退休資遣撫卹條例第三十四條條文修正草案,178
"09","05","06",證券交易稅條例第二條之二條文修正草案,177
"09","06","08",勞動事件法草案,177
"09","08","02",109年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）,177
"09","05","06",空氣污染防制法第十二條、第十四條及第十七條條文修正草案,176
"09","06","03",臺灣地區與大陸地區人民關係條例第九十三條之一條文修正草案,176
"09","06","03",公務人員退休資遣撫卹法第四條、第三十四條及第三十九條條文修正草案,176
"09","06","05",保險法第一百四十六條之三及第一百六十五條條文修正草案,174
"09","08","02",109年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）,174
"09","07","14",人工智慧發展基本法草案,173
"09","07","15",臺灣地區與大陸地區人民關係條例部分條文修正草案,173
"09","06","01",期貨交易法部分條文修正草案,172
"09","08","05",臺灣地區與大陸地區人民關係條例部分條文修正草案,172
"09","02","03",國際機場園區發展條例第十三條、第十四條及第四十七條條文修正草案,171
"09","07","08",公立學校教職員退休資遣撫卹條例第四條、第三十四條及第三十九條條文修正草案,171
"09","07","12",國家機密保護法第二十六條條文修正草案,171
"09","03","12",人員維持,170
"09","05","02",辦理自主性防災社區之擴充、建置及輔導,170
"09","06","12",刑事訴訟法施行法增訂第七條之十三條文草案,170
"09","02","03",政治獻金法第二十五條及第二十六條條文修正草案,169
"09","05","02",第7目項下『聯繫海外僑商組織並協助推展業務』凍結200萬元,168
"09","06","12",特殊教育法增訂第二十八條之一條文草案,168
"09","07","03",海岸巡防法修正草案,168
"09","04","09",偏遠地區學校教育法草案,167
"09","06","02",民法第九百七十六條條文修正草案,167
"09","07","15",公職人員選舉罷免法部分條文修正草案,167
"09","06","06",中央政府前瞻基礎建設計畫第2期特別預算案,165
"09","06","15",家庭教育法部分條文修正草案,165
"09","03","12",民用航空法第四十一條之一、第一百十一條及第一百十二條條文修正草案,164
"09","05","02",第2目項下『研究發展及考核業務』凍結30萬元,164
"09","06","14",臺灣地區與大陸地區人民關係條例增訂第九十三條之四條文草案,163
"09","07","03",少年事件處理法部分條文修正草案,162
"09","07","06",公立學校教職員退休資遣撫卹條例第三十四條條文修正草案,162
"09","07","04",學校營養午餐法草案,161
"09","02","02",公務人員陞遷法部分條文修正草案,160
"09","03","13",公益彩券發行條例第六條條文修正草案,160
"09","06","03",醫療器材法草案,160
"09","06","15",公證法部分條文修正草案,159
"09","07","02",新經濟移民法草案,159
"09","06","03",地方制度法第八條、第九條及第十一條條文修正草案,158
"09","05","02",第7目『僑商經濟業務』凍結200萬元,157
"09","07","04",兒童權利公約施行法第六條條文修正草案,157
"09","07","14",國家安全法部分條文修正草案,157
"09","08","02",109年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）,157
"09","05","02",國有財產開發基金改善及存續情形報告,156
"09","03","12",就業保險法第四十一條條文修正草案,155
"09","05","02",第9目『海外青年技訓研習』凍結100萬元,155
"09","06","10",農業部農業改良總場組織法草案,155
"09","07","11",政府採購法部分條文修正草案,155
"09","06","09",法官法第五十條條文修正草案,154
"09","06","12",行政法院組織法部分條文修正草案,154
"09","06","08",再生醫療製劑管理條例草案,152
"09","06","01",平均地權條例第五十一條條文修正草案,151
"09","07","15",刑事訴訟法第三十三條條文修正草案,151
"09","05","06",陸海空軍軍官士官服役條例第二十四條之一及第三十四條條文修正草案,150
"09","06","03",電信管理法草案,150
"09","06","03",家庭教育法第二條、第七條及第十一條條文修正草案,150
"09","06","08",再生醫療製劑管理條例草案,150
"09","06","10",中華民國刑法第一百八十五條之三條文修正草案,150
"09","06","14",中華民國刑法第二百八十六條及第二百八十六條之一條文修正草案,150
"09","06","01",平均地權條例第五十一條條文修正草案,149
"09","06","08",冷凍空調業管理條例部分條文修正草案,148
"09","07","04",中華民國刑法第一百八十五條之三條文修正草案,148
"09","06","03",公務人員考績法修正草案,147
"09","08","05",境外勢力影響透明法草案,146
"09","07","07",產業創新條例增訂第十條之一條文草案,145
"09","07","11",法官法第四十三條條文修正草案,145
"09","02","03",總統副總統選舉罷免法部分條文修正草案,144
"09","06","03",建築法第九十九條之一及第一百零二條之二條文修正草案,144
"09","06","05",道路交通管理處罰條例部分條文修正草案,144
"09","06","08",學校教職員撫卹條例,144
"09","07","11",政府採購法部分條文修正草案,144
"09","06","01",臺灣地區與大陸地區人民關係條例第二十七條條文修正草案,143
"09","06","07",洗錢防制法部分條文修正草案,143
"09","06","08",再生醫療製劑管理條例草案,143
"09","06","10",運輸事故調查法,143
"09","02","02",洗錢防制法第六條條文修正草案,142
"09","07","12",會計法部分條文修正草案,142
"09","07","16",道路交通管理處罰條例第七十六條條文修正草案,142
"09","08","08",海洋基本法草案,142
"09","06","01",行政訴訟法部分條文修正草案,141
"09","06","12",教師法增訂第十四條之四條文草案,140
"09","07","09",再生能源發展條例增訂第六條之一條文草案,140
"09","05","04",電業登記規則,139
"09","06","02",洗錢防制法第五條條文修正草案,139
"09","07","02",產業創新條例第九條及第十條之一條文修正草案,139
"09","07","15",貨物稅條例第十二條條文修正草案,139
"09","06","02",刑事訴訟法第三十三條條文修正草案,138
"09","07","15",營造業法第三十四條條文修正草案,138
"09","08","02",109年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）,138
"09","06","05",國際機場園區發展條例第三十五條條文修正草案,137
"09","07","02",道路交通管理處罰條例第三十五條條文修正草案,136
"09","07","16",證券交易法第十四條之五及第三十六條條文修正草案,136
"09","06","11",無人載具科技創新實驗條例草案,134
"09","07","06",家庭教育法部分條文修正草案,134
"09","06","14",禁止酷刑及其他殘忍不人道或有辱人格之待遇或處罰公約,133
"09","07","01",外國人投資條例修正草案,132
"09","07","04",家庭教育法修正草案,132
"09","07","08",發展觀光條例第二條及第二十五條條文修正草案,132
"09","06","14",中華民國刑法第二百八十六條條文修正草案,131
"09","03","12",勞工保險條例第六十九條條文修正草案,130
"09","06","04",地籍清理條例第二十條條文修正草案,130
"09","07","01",國家人權委員會組織法草案,130
"09","06","07",道路交通管理處罰條例第七十三條條文修正草案,129
"09","06","12",放射性廢棄物管理條例草案,129
"09","07","07",產業創新條例第十條條文修正草案,129
"09","07","14",公民投票法部分條文修正草案,128
"09","06","04",外役監條例第四條條文修正草案,127
"09","06","12",性別平等教育法第二十七條條文修正草案,127
"09","08","03",臺灣地區與大陸地區人民關係條例部分條文修正草案,127
"09","06","10",動物傳染病防治條例第四十五條之一條文修正草案,126
"09","02","02",不當黨產處理委員會編組表,125
"09","03","12",基本行政工作維持,125
"09","06","04",再生醫療製劑管理條例草案,125
"09","06","09",公職人員選舉罷免法第十四條及第十八條條文修正草案,125
"09","06","11",貨物稅條例增訂第十二條之七條文草案,125
"09","07","10",公民投票法部分條文修正草案,125
"09","07","09",專利法部分條文修正草案,124
"09","07","07",公立學校教職員退休資遣撫卹條例第三十四條條文修正草案,123
"09","07","08",國家電影及視聽文化中心設置條例草案,123
"09","06","04",中華民國刑法第一百八十五條之三條文修正草案,122
"09","06","05",法官法第四十七條及第四十八條條文修正草案,122
"09","07","02",中華民國刑法第一百八十五條之三條文修正草案,122
"09","07","03",少年事件處理法第三條、第十八條及第十八條之一條文修正草案,122
"09","07","02",災害防救法部分條文修正草案,121
"09","07","07",再生醫療製劑管理條例草案,121
"09","02","02",交通部得實質掌控營業單位及公設財團法人轉投資具經營主導權事業經營績效表,120
"09","06","09",動物傳染病防治條例第四十五條之一條文修正草案,120
"09","06","09",國家情報工作法部分條文修正草案,120
"09","06","11",兒童及少年福利與權益保障法第四十三條條文修正草案,120
"09","07","03",兒童及少年福利與權益保障法部分條文修正草案,120
"09","07","10",公務員懲戒委員會組織法部分條文修正草案,120
"09","02","02",中華民國刑法第一百八十五條之四條文修正草案,119
"09","06","05",中央銀行法第五條條文修正草案,119
"09","07","01",公民投票法第十七條及第二十三條條文修正草案,119
"09","06","09",道路交通管理處罰條例增訂第十八條之二條文草案,118
"09","06","10",離島建設條例增訂第十六條之一條文草案,118
"09","06","10",電信管理法草案,118
"09","07","04",銀行法部分條文修正草案,118
"09","06","02",公務人員退休資遣撫卹法部分條文修正草案,117
