1,中國國民黨
2,民主進步黨
3,親民黨
4,台灣團結聯盟
5,新黨
6,建國黨
7,無黨團結聯盟
8,中國民眾黨
9,農民黨
10,公民黨
11,張亞中等150人聯盟
12,王廷興等20人聯盟
