05,000,02,000,0000,1,湯火聖,2,1,0451029,58,,,N,
05,000,02,000,0000,2,石晉方,99,1,0580605,45,,,N,
05,000,02,000,0000,3,許淑華,1,2,0641015,39,,,N,*
