05,000,00,000,0000,南投縣
05,000,02,000,0000,第2選舉區
05,000,02,001,0000,南投市
05,000,02,002,0000,竹山鎮
05,000,02,003,0000,集集鎮
05,000,02,004,0000,名間鄉
05,000,02,005,0000,鹿谷鄉
05,000,02,006,0000,水里鄉
05,000,02,007,0000,信義鄉
05,000,02,001,0001,龍泉里
05,000,02,001,0002,康壽里
05,000,02,001,0003,三民里
05,000,02,001,0004,仁和里
05,000,02,001,0005,南投里
05,000,02,001,0006,彰仁里
05,000,02,001,0007,崇文里
05,000,02,001,0008,三興里
05,000,02,001,0009,三和里
05,000,02,001,0010,嘉興里
05,000,02,001,0011,嘉和里
05,000,02,001,0012,平和里
05,000,02,001,0013,振興里
05,000,02,001,0014,千秋里
05,000,02,001,0015,軍功里
05,000,02,001,0016,東山里
05,000,02,001,0017,營南里
05,000,02,001,0018,營北里
05,000,02,001,0019,內興里
05,000,02,001,0020,內新里
05,000,02,001,0021,光輝里
05,000,02,001,0022,光榮里
05,000,02,001,0023,光明里
05,000,02,001,0024,光華里
05,000,02,001,0025,漳興里
05,000,02,001,0026,漳和里
05,000,02,001,0027,平山里
05,000,02,001,0028,新興里
05,000,02,001,0029,永豐里
05,000,02,001,0030,福興里
05,000,02,001,0031,鳳山里
05,000,02,001,0032,永興里
05,000,02,001,0033,鳳鳴里
05,000,02,001,0034,福山里
05,000,02,002,0035,竹山里
05,000,02,002,0036,中正里
05,000,02,002,0037,中山里
05,000,02,002,0038,雲林里
05,000,02,002,0039,竹圍里
05,000,02,002,0040,桂林里
05,000,02,002,0041,下坪里
05,000,02,002,0042,中和里
05,000,02,002,0043,中崎里
05,000,02,002,0044,秀林里
05,000,02,002,0045,大鞍里
05,000,02,002,0046,延和里
05,000,02,002,0047,延祥里
05,000,02,002,0048,延正里
05,000,02,002,0049,延平里
05,000,02,002,0050,延山里
05,000,02,002,0051,山崇里
05,000,02,002,0052,社寮里
05,000,02,002,0053,中央里
05,000,02,002,0054,富州里
05,000,02,002,0055,田子里
05,000,02,002,0056,硘磘里
05,000,02,002,0057,德興里
05,000,02,002,0058,福興里
05,000,02,002,0059,鯉魚里
05,000,02,002,0060,坪頂里
05,000,02,002,0061,瑞竹里
05,000,02,002,0062,桶頭里
05,000,02,003,0063,集集里
05,000,02,003,0064,和平里
05,000,02,003,0065,林尾里
05,000,02,003,0066,田寮里
05,000,02,003,0067,隘寮里
05,000,02,003,0068,玉映里
05,000,02,003,0069,吳厝里
05,000,02,003,0070,八張里
05,000,02,003,0071,永昌里
05,000,02,003,0072,廣明里
05,000,02,003,0073,富山里
05,000,02,004,0074,南雅村
05,000,02,004,0075,中正村
05,000,02,004,0076,中山村
05,000,02,004,0077,濁水村
05,000,02,004,0078,新民村
05,000,02,004,0079,炭寮村
05,000,02,004,0080,新街村
05,000,02,004,0081,東湖村
05,000,02,004,0082,仁和村
05,000,02,004,0083,萬丹村
05,000,02,004,0084,田仔村
05,000,02,004,0085,大坑村
05,000,02,004,0086,大庄村
05,000,02,004,0087,廍下村
05,000,02,004,0088,赤水村
05,000,02,004,0089,竹圍村
05,000,02,004,0090,三崙村
05,000,02,004,0091,松山村
05,000,02,004,0092,松柏村
05,000,02,004,0093,崁腳村
05,000,02,004,0094,埔中村
05,000,02,004,0095,新厝村
05,000,02,004,0096,新光村
05,000,02,005,0097,鹿谷村
05,000,02,005,0098,彰雅村
05,000,02,005,0099,廣興村
05,000,02,005,0100,永隆村
05,000,02,005,0101,鳳凰村
05,000,02,005,0102,內湖村
05,000,02,005,0103,和雅村
05,000,02,005,0104,竹林村
05,000,02,005,0105,竹豐村
05,000,02,005,0106,初鄉村
05,000,02,005,0107,秀峰村
05,000,02,005,0108,清水村
05,000,02,005,0109,瑞田村
05,000,02,006,0110,水里村
05,000,02,006,0111,新城村
05,000,02,006,0112,中央村
05,000,02,006,0113,城中村
05,000,02,006,0114,農富村
05,000,02,006,0115,車埕村
05,000,02,006,0116,新興村
05,000,02,006,0117,北埔村
05,000,02,006,0118,南光村
05,000,02,006,0119,鉅工村
05,000,02,006,0120,永豐村
05,000,02,006,0121,民和村
05,000,02,006,0122,頂崁村
05,000,02,006,0123,新山村
05,000,02,006,0124,郡坑村
05,000,02,006,0125,上安村
05,000,02,006,0126,興隆村
05,000,02,006,0127,永興村
05,000,02,006,0128,玉峰村
05,000,02,007,0129,明德村
05,000,02,007,0130,愛國村
05,000,02,007,0131,自強村
05,000,02,007,0132,豐丘村
05,000,02,007,0133,新鄉村
05,000,02,007,0134,羅娜村
05,000,02,007,0135,望美村
05,000,02,007,0136,同富村
05,000,02,007,0137,神木村
05,000,02,007,0138,東埔村
05,000,02,007,0139,人和村
05,000,02,007,0140,地利村
05,000,02,007,0141,雙龍村
05,000,02,007,0142,潭南村
