"1","中國國民黨"
"16","民主進步黨"
"30","民主自由黨"
"73","公民黨"
"74","新黨"
"79","綠黨"
"90","親民黨"
"95","台灣團結聯盟"
"102","洪運忠義黨"
"103","世界和平黨"
"106","無黨團結聯盟"
"121","客家黨"
"128","台灣農民黨"
"130","第三社會黨"
"132","大道慈悲濟世黨"
"133","紅黨"
"134","制憲聯盟"
"999","無黨籍及未經政黨推薦"
