1,中國國民黨
2,民主進步黨
3,親民黨
4,台灣團結聯盟
5,新黨
6,綠黨
7,無黨團結聯盟
8,建國黨
9,社會改革黨
10,先進黨
11,綠色本土清新黨
12,勞動黨
13,中國台灣原住民黨
99,無
