"1","51.2322","58.1238","34","20"
"16","36.9110","41.8762","33","14"
"30","0.0000","0.0000","0","0"
"73","0.4927","0.0000","4","0"
"74","3.9533","0.0000","10","0"
"79","0.5978","0.0000","4","0"
"90","0.0000","0.0000","0","0"
"95","3.5262","0.0000","15","0"
"102","0.0000","0.0000","0","0"
"103","0.0000","0.0000","0","0"
"106","0.7006","0.0000","2","0"
"121","0.4295","0.0000","3","0"
"128","0.5843","0.0000","8","0"
"130","0.4662","0.0000","5","0"
"132","0.0000","0.0000","0","0"
"133","0.7962","0.0000","7","0"
"134","0.3100","0.0000","3","0"
"999","0.0000","0.0000","0","0"
