"1","1","王金平","1","0300317","74","高雄市","大學","Y","*"
"1","2","柯志恩","2","0510429","53","臺灣省","博士","N","*"
"1","3","陳宜民","1","0451228","59","臺北市","博士","N","*"
"1","4","林麗蟬","2","0661002","38","其他","碩士","N","*"
"1","5","許毓仁","1","0670719","37","高雄市","大學","N","*"
"1","6","曾銘宗","1","0480122","56","臺灣省","博士","N","*"
"1","7","黃昭順","2","0420822","62","臺灣省","碩士","Y","*"
"1","8","吳志揚","1","0580208","46","桃園市","碩士","N","*"
"1","9","張麗善","2","0530101","52","臺灣省","碩士","N","*"
"1","10","徐榛蔚","2","0571012","47","桃園市","大學","N","*"
"1","11","曾永權","1","0360910","68","臺灣省","大學","N","-"
"1","12","王育敏","2","0600411","44","臺灣省","碩士","Y","!"
"1","13","胡筑生","1","0370408","67","其他","碩士","N"," "
"1","14","林奕華","2","0571021","47","臺中市","碩士","N"," "
"1","15","童惠珍","2","0540616","50","臺北市","碩士","N"," "
"1","16","李貴敏","2","0481211","56","臺北市","博士","Y"," "
"1","17","徐巧芯","2","0781118","26","臺北市","大學","N"," "
"1","18","陳玉梅","2","0550722","49","臺中市","碩士","N"," "
"1","19","侯佳齡","2","0640805","40","桃園市","碩士","N"," "
"1","20","李德維","1","0580901","46","臺中市","碩士","N"," "
"1","21","馬在勤","1","0580108","47","臺灣省","碩士","N"," "
"1","22","連元章","1","0430725","61","新北市","大學","N"," "
"1","23","林倩綺","2","0571017","47","高雄市","博士","N"," "
"1","24","邱素蘭","2","0430208","61","臺南市","博士","N"," "
"1","25","王桂芸","2","0411012","63","臺灣省","博士","N"," "
"1","26","林信華","1","0560708","48","臺灣省","博士","N"," "
"1","27","楊建中","1","0340609","70","其他","大學","N"," "
"1","28","郭淑娟","2","0540831","50","臺灣省","碩士","N"," "
"1","29","鄭女勤","2","0530302","51","臺南市","碩士","N"," "
"1","30","李正皓","1","0730620","31","臺北市","碩士","N"," "
"1","31","曾瓊瑤","2","0611109","43","新北市","碩士","N"," "
"1","32","林家興","1","0790608","25","臺北市","大學","N"," "
"1","33","蕭敬嚴","1","0811215","23","臺北市","高中","N"," "
"16","1","吳焜裕","1","0480220","56","臺灣省","博士","N","*"
"16","2","吳玉琴","2","0530815","51","臺灣省","碩士","N","*"
"16","3","陳曼麗","2","0440205","60","臺北市","碩士","N","*"
"16","4","顧立雄","1","0471031","57","臺灣省","碩士","N","*"
"16","5","蔡培慧","2","0600902","44","臺灣省","博士","N","*"
"16","6","王榮璋","1","0530528","51","高雄市","高中","N","*"
"16","7","谷辣斯‧尤達卡 Kolas Yotaka","2","0630317","41","臺灣省","碩士","N","*"
"16","8","余宛如","2","0690611","35","臺北市","大學","N","*"
"16","9","蘇嘉全","1","0451022","59","臺灣省","碩士","N","*"
"16","10","段宜康","1","0521114","52","臺北市","大學","Y","*"
"16","11","鄭麗君","2","0580619","46","臺北市","碩士","Y","*"
"16","12","陳其邁","1","0531223","51","臺灣省","碩士","Y","*"
"16","13","尤美女","2","0440129","60","臺灣省","碩士","Y","*"
"16","14","李應元","1","0420316","62","臺灣省","博士","Y","*"
"16","15","鍾孔炤","1","0451114","59","臺灣省","高中","N","*"
"16","16","林靜儀","2","0630212","41","臺灣省","碩士","N","*"
"16","17","徐國勇","1","0470607","57","臺北市","博士","N","*"
"16","18","施義芳","1","0510210","53","臺灣省","碩士","N","-"
"16","19","周春米","2","0551101","49","臺灣省","大學","N","!"
"16","20","李麗芬","2","0571220","47","臺灣省","大學","N"," "
"16","21","郭正亮","1","0500624","54","高雄市","博士","N"," "
"16","22","邱泰源","1","0451030","59","臺灣省","碩士","N"," "
"16","23","蔣絜安","2","0570707","47","臺灣省","碩士","N"," "
"16","24","陳靜敏","2","0550502","49","臺北市","博士","N"," "
"16","25","黃義佑","1","0561125","48","高雄市","博士","N"," "
"16","26","余莓莓","2","0530714","51","臺北市","博士","N"," "
"16","27","陳義聰","1","0440605","60","高雄市","大學","N"," "
"16","28","江梅惠Abu．Kaaviana","2","0521218","52","高雄市","碩士","N"," "
"16","29","謝世英","1","0340703","70","臺灣省","碩士","N"," "
"16","30","曾美玲","2","0620311","42","臺灣省","大學","N"," "
"16","31","董建宏","1","0600831","44","高雄市","博士","N"," "
"16","32","蔡宛芬","2","0590912","45","臺南市","碩士","N"," "
"16","33","黃帝穎","1","0730123","31","臺北市","碩士","N"," "
"16","34","王貴蓮","2","0540122","50","新北市","碩士","N"," "
"74","1","葉毓蘭","2","0470227","57","臺灣省","博士","N"," "
"74","2","邱毅","1","0450508","59","高雄市","博士","N"," "
"74","3","沈采穎","2","0500107","55","臺北市","碩士","N"," "
"74","4","唐慧琳","2","0601021","44","新北市","大學","N"," "
"74","5","陳麗玲","2","0580727","46","桃園市","碩士","N"," "
"74","6","王炳忠","1","0760831","28","臺北市","碩士","N"," "
"74","7","蘇恆","2","0741002","30","臺北市","碩士","N"," "
"74","8","侯漢廷","1","0771030","27","臺北市","其他","N"," "
"74","9","趙家蓉","2","0511111","53","臺北市","大學","N"," "
"74","10","楊世光","1","0651024","39","新北市","專科","N"," "
"90","1","李鴻鈞","1","0480511","56","新北市","博士","Y","*"
"90","2","陳怡潔","2","0680909","36","臺北市","博士","Y","*"
"90","3","周陳秀霞","2","0470114","58","臺南市","其他","N","*"
"90","4","黃越宏","1","0450727","59","臺南市","碩士","N"," "
"90","5","楊紫宗","1","0501102","54","臺中市","碩士","N"," "
"90","6","何偉真","2","0400104","65","臺中市","博士","N"," "
"90","7","葉青","2","0351101","69","臺灣省","其他","N"," "
"90","8","胡祖慶","1","0511119","53","臺北市","博士","N"," "
"90","9","鄭美蘭","2","0461028","58","臺灣省","專科","N"," "
"90","10","任睦杉","1","0531108","51","臺北市","專科","N"," "
"90","11","劉冠霆","1","0460910","58","臺灣省","高中","N"," "
"90","12","董貞吟","2","0501011","54","高雄市","博士","N"," "
"90","13","藍姿寬","2","0380409","66","臺灣省","碩士","N"," "
"90","14","張克士","1","0540106","51","臺灣省","碩士","N"," "
"90","15","黎淑慧","2","0491110","55","臺灣省","博士","N"," "
"90","16","李漢強","1","0770919","27","臺北市","大學","N"," "
"95","1","陳奕齊","1","0610827","43","臺灣省","碩士","N"," "
"95","2","顏綠芬","2","0431029","61","臺灣省","博士","N"," "
"95","3","賴振昌","1","0470115","58","臺北市","博士","Y"," "
"95","4","傅馨儀","2","0670227","37","臺北市","碩士","N"," "
"95","5","黃光藝","1","0600323","44","臺灣省","其他","N"," "
"95","6","李心儀","2","0661019","38","臺南市","博士","N"," "
"95","7","高基讚","1","0461113","58","臺中市","專科","N"," "
"95","8","張素華","2","0531007","51","臺北市","碩士","N"," "
"95","9","張兆林","1","0641108","40","金馬地區","碩士","N"," "
"95","10","周倪安","2","0611007","43","臺北市","碩士","Y"," "
"95","11","丁文祺","1","0430909","61","臺灣省","其他","N"," "
"95","12","林玉芳","2","0580315","46","臺南市","碩士","N"," "
"95","13","李卓翰","1","0581213","46","臺北市","碩士","N"," "
"95","14","張禾沂","2","0480717","56","高雄市","碩士","N"," "
"95","15","蔡青芳","2","0631024","41","臺南市","大學","N"," "
"106","1","林炳坤","1","0370815","67","高雄市","大學","N"," "
"106","2","黃美蘭","2","0580422","46","高雄市","其他","N"," "
"106","3","游旻慈","2","0700922","34","新北市","大學","N"," "
"106","4","鄭美珠","2","0550721","49","臺灣省","碩士","N"," "
"106","5","蔡咏鍀","1","0501010","54","臺北市","高中","N"," "
"106","6","蔡錦賢","1","0380124","66","新北市","其他","N"," "
"106","7","謝忠恆","1","0690824","35","臺灣省","博士","N"," "
"113","1","張安樂","1","0370313","67","其他","碩士","N"," "
"113","2","趙福芬","2","0620702","42","臺灣省","碩士","N"," "
"113","3","莊永彰","1","0551203","49","臺灣省","專科","N"," "
"113","4","肖云霞","2","0580302","46","其他","高中","N"," "
"113","5","陳建華","1","0730807","31","臺北市","大學","N"," "
"113","6","李淑華","2","0570311","47","臺灣省","其他","N"," "
"113","7","張孟崇","1","0490521","55","臺灣省","專科","N"," "
"113","8","陳韻如","2","0671023","37","臺北市","專科","N"," "
"113","9","李宗奎","1","0400110","65","臺北市","大學","N"," "
"113","10","康淑敏","2","0480625","56","高雄市","其他","N"," "
"134","1","黃千明","1","0311007","73","臺灣省","其他","N"," "
"134","2","吾爾開希．多萊特","1","0570217","47","其他","高中","N"," "
"134","3","黃馨主","2","0630812","41","臺北市","碩士","N"," "
"134","4","張怡菁","2","0640820","40","臺灣省","博士","N"," "
"134","5","李宗勲","1","0710419","33","臺北市","碩士","N"," "
"134","6","洪美珍","2","0480105","57","高雄市","碩士","N"," "
"189","1","許榮淑","2","0281227","76","臺灣省","碩士","N"," "
"189","2","林東雄","1","0320628","72","臺灣省","其他","N"," "
"189","3","黃嘉華","1","0591013","45","臺灣省","大學","N"," "
"258","1","張賜","1","0390203","65","臺南市","大學","N"," "
"258","2","陳金梅","2","0390116","66","高雄市","其他","N"," "
"258","3","汪耀華","2","0460813","58","臺北市","博士","N"," "
"258","4","陸炳成","1","0340522","70","其他","大學","N"," "
"258","5","魏千妮","2","0550103","50","臺灣省","碩士","N"," "
"259","1","潘翰聲","1","0590711","45","臺南市","碩士","N"," "
"259","2","邱馨慧","2","0770619","27","臺北市","大學","N"," "
"266","1","吳宛甄","2","0470205","57","臺灣省","專科","N"," "
"266","2","鄭文松","1","0531123","51","臺北市","高中","N"," "
"266","3","莊秉鴻","1","0490126","55","臺灣省","高中","N"," "
"267","1","高潞．以用．巴魕剌Kawlo．Iyun．Pacidal","2","0660409","38","臺北市","大學","N","*"
"267","2","徐永明","1","0550512","49","臺中市","博士","N","*"
"267","3","鄭秀玲","2","0441009","60","臺北市","博士","N"," "
"267","4","柯劭臻","2","0630102","42","臺中市","大學","N"," "
"267","5","林依瑩","2","0621230","42","臺灣省","碩士","N"," "
"267","6","柯一正","1","0380210","66","臺北市","碩士","N"," "
"268","1","陳漢洲","1","0440121","60","臺灣省","大學","N"," "
"268","2","林錫維","1","0400506","64","臺灣省","大學","N"," "
"268","3","陳奕樵","1","0320608","72","其他","其他","N"," "
"268","4","蔡慧玲","2","0570813","47","臺中市","碩士","N"," "
"268","5","李天鐸","1","0370617","67","其他","大學","N"," "
"268","6","何宇羚","2","0591018","45","臺灣省","其他","N"," "
"268","7","曾玉瓊","2","0420405","62","臺灣省","大學","N"," "
"268","8","蔡宥祥","1","0660710","38","臺灣省","大學","N"," "
"268","9","陳麗紋","2","0540419","50","臺灣省","大學","N"," "
"268","10","劉美貞","2","0610128","43","臺北市","碩士","N"," "
"272","1","蕭曉玲","2","0530919","51","臺灣省","大學","N"," "
"272","2","郭正典","1","0420923","62","臺灣省","博士","N"," "
"272","3","周芷萱","2","0790531","25","臺北市","碩士","N"," "
"272","4","林世杰","1","0590221","45","臺灣省","碩士","N"," "
"272","5","李淑慧","2","0441109","60","新北市","大學","N"," "
"272","6","蔡丁貴","1","0380324","66","高雄市","博士","N"," "
"273","1","田明達","1","0390529","65","臺南市","大學","N"," "
"281","1","張麗芬","2","0531201","51","桃園市","碩士","N"," "
"281","2","李根政","1","0570901","47","金馬地區","碩士","N"," "
"281","3","詹順貴","1","0530103","52","臺中市","大學","N"," "
"281","4","葉大華","2","0600624","44","臺灣省","碩士","N"," "
