"'03","'002","'01","'001","'0001","1","1","147","38.38","*"
"'03","'002","'01","'001","'0001","1","2","236","61.61"," "
"'03","'002","'01","'001","'0002","2","1","333","42.04","*"
"'03","'002","'01","'001","'0002","2","2","459","57.95"," "
"'03","'002","'01","'001","'0002","3","1","477","48.47","*"
"'03","'002","'01","'001","'0002","3","2","507","51.52"," "
"'03","'002","'01","'001","'0003","4","1","317","41.27","*"
"'03","'002","'01","'001","'0003","4","2","451","58.72"," "
"'03","'002","'01","'001","'0003","5","1","331","41.22","*"
"'03","'002","'01","'001","'0003","5","2","472","58.77"," "
"'03","'002","'01","'001","'0004","6","1","417","45.62","*"
"'03","'002","'01","'001","'0004","6","2","497","54.37"," "
"'03","'002","'01","'001","'0004","7","1","312","39.79","*"
"'03","'002","'01","'001","'0004","7","2","472","60.2"," "
"'03","'002","'01","'001","'0005","8","1","201","29.68","*"
"'03","'002","'01","'001","'0005","8","2","476","70.31"," "
"'03","'002","'01","'001","'0005","9","1","250","46.81","*"
"'03","'002","'01","'001","'0005","9","2","284","53.18"," "
"'03","'002","'01","'001","'0005","10","1","289","41.46","*"
"'03","'002","'01","'001","'0005","10","2","408","58.53"," "
"'03","'002","'01","'001","'0006","11","1","503","41.95","*"
"'03","'002","'01","'001","'0006","11","2","696","58.04"," "
"'03","'002","'01","'001","'0006","12","1","502","42.75","*"
"'03","'002","'01","'001","'0006","12","2","672","57.24"," "
"'03","'002","'01","'001","'0006","13","1","366","40.26","*"
"'03","'002","'01","'001","'0006","13","2","543","59.73"," "
"'03","'002","'01","'001","'0006","14","1","309","38.14","*"
"'03","'002","'01","'001","'0006","14","2","501","61.85"," "
"'03","'002","'01","'001","'0007","15","1","280","47.94","*"
"'03","'002","'01","'001","'0007","15","2","304","52.05"," "
"'03","'002","'01","'001","'0007","16","1","304","42.45","*"
"'03","'002","'01","'001","'0007","16","2","412","57.54"," "
"'03","'002","'01","'001","'0007","17","1","337","44.99","*"
"'03","'002","'01","'001","'0007","17","2","412","55"," "
"'03","'002","'01","'001","'0008","18","1","160","41.99","*"
"'03","'002","'01","'001","'0008","18","2","221","58"," "
"'03","'002","'01","'001","'0009","19","1","173","56.35","*"
"'03","'002","'01","'001","'0009","19","2","134","43.64"," "
"'03","'002","'01","'001","'0010","20","1","294","58.56","*"
"'03","'002","'01","'001","'0010","20","2","208","41.43"," "
"'03","'002","'01","'001","'0011","21","1","204","49.63","*"
"'03","'002","'01","'001","'0011","21","2","207","50.36"," "
"'03","'002","'01","'001","'0012","22","1","165","44.83","*"
"'03","'002","'01","'001","'0012","22","2","203","55.16"," "
"'03","'002","'01","'001","'0013","23","1","323","43.06","*"
"'03","'002","'01","'001","'0013","23","2","427","56.93"," "
"'03","'002","'01","'001","'0013","24","1","276","44.01","*"
"'03","'002","'01","'001","'0013","24","2","351","55.98"," "
"'03","'002","'01","'001","'0014","25","1","156","41.16","*"
"'03","'002","'01","'001","'0014","25","2","223","58.83"," "
"'03","'002","'01","'001","'0014","26","1","267","37.81","*"
"'03","'002","'01","'001","'0014","26","2","439","62.18"," "
"'03","'002","'01","'001","'0015","27","1","408","45.13","*"
"'03","'002","'01","'001","'0015","27","2","496","54.86"," "
"'03","'002","'01","'001","'0015","28","1","457","45.06","*"
"'03","'002","'01","'001","'0015","28","2","557","54.93"," "
"'03","'002","'01","'001","'0015","29","1","293","60.91","*"
"'03","'002","'01","'001","'0015","29","2","188","39.08"," "
