"'00","'000","'00","'000","'0000","全國"
"'01","'000","'00","'000","'0000","臺北市"
"'01","'000","'08","'001","'0000","北投區"
"'01","'000","'08","'001","'0001","建民里"
"'01","'000","'08","'001","'0002","文林里"
"'01","'000","'08","'001","'0003","石牌里"
"'01","'000","'08","'001","'0004","福興里"
"'01","'000","'08","'001","'0005","榮光里"
"'01","'000","'08","'001","'0006","榮華里"
"'01","'000","'08","'001","'0007","裕民里"
"'01","'000","'08","'001","'0008","振華里"
"'01","'000","'08","'001","'0009","永和里"
"'01","'000","'08","'001","'0010","永欣里"
"'01","'000","'08","'001","'0011","永明里"
"'01","'000","'08","'001","'0012","東華里"
"'01","'000","'08","'001","'0013","吉利里"
"'01","'000","'08","'001","'0014","吉慶里"
"'01","'000","'08","'001","'0015","尊賢里"
"'01","'000","'08","'001","'0016","立賢里"
"'01","'000","'08","'001","'0017","立農里"
"'01","'000","'08","'001","'0018","八仙里"
"'01","'000","'08","'001","'0019","洲美里"
"'01","'000","'08","'001","'0020","奇岩里"
"'01","'000","'08","'001","'0021","清江里"
"'01","'000","'08","'001","'0022","中央里"
"'01","'000","'08","'001","'0023","長安里"
"'01","'000","'08","'001","'0024","大同里"
"'01","'000","'08","'001","'0025","溫泉里"
"'01","'000","'08","'001","'0026","林泉里"
"'01","'000","'08","'001","'0027","中心里"
"'01","'000","'08","'001","'0028","中庸里"
"'01","'000","'08","'001","'0029","開明里"
"'01","'000","'08","'001","'0030","中和里"
"'01","'000","'08","'001","'0031","智仁里"
"'01","'000","'08","'001","'0032","秀山里"
"'01","'000","'08","'001","'0033","文化里"
"'01","'000","'08","'001","'0034","豐年里"
"'01","'000","'08","'001","'0035","稻香里"
"'01","'000","'08","'001","'0036","桃源里"
"'01","'000","'08","'001","'0037","一德里"
"'01","'000","'08","'001","'0038","關渡里"
"'01","'000","'08","'001","'0039","泉源里"
"'01","'000","'08","'001","'0040","湖山里"
"'01","'000","'08","'001","'0041","大屯里"
"'01","'000","'08","'001","'0042","湖田里"
"'01","'000","'08","'002","'0000","士林區"
"'01","'000","'08","'002","'0043","仁勇里"
"'01","'000","'08","'002","'0044","義信里"
"'01","'000","'08","'002","'0045","福林里"
"'01","'000","'08","'002","'0046","福德里"
"'01","'000","'08","'002","'0047","福志里"
"'01","'000","'08","'002","'0048","舊佳里"
"'01","'000","'08","'002","'0049","福佳里"
"'01","'000","'08","'002","'0050","後港里"
"'01","'000","'08","'002","'0051","福中里"
"'01","'000","'08","'002","'0052","前港里"
"'01","'000","'08","'002","'0053","百齡里"
"'01","'000","'08","'002","'0054","承德里"
"'01","'000","'08","'002","'0055","福華里"
"'01","'000","'08","'002","'0056","明勝里"
"'01","'000","'08","'002","'0057","福順里"
"'01","'000","'08","'002","'0058","富光里"
"'01","'000","'08","'002","'0059","葫蘆里"
"'01","'000","'08","'002","'0060","葫東里"
"'01","'000","'08","'002","'0061","社子里"
"'01","'000","'08","'002","'0062","社新里"
"'01","'000","'08","'002","'0063","社園里"
"'01","'000","'08","'002","'0064","永倫里"
"'01","'000","'08","'002","'0065","福安里"
"'01","'000","'08","'002","'0066","富洲里"
"'01","'000","'08","'002","'0067","岩山里"
"'01","'000","'08","'002","'0068","名山里"
"'01","'000","'08","'002","'0069","德行里"
"'01","'000","'08","'002","'0070","德華里"
"'01","'000","'08","'002","'0071","聖山里"
"'01","'000","'08","'002","'0072","忠誠里"
"'01","'000","'08","'002","'0073","芝山里"
"'01","'000","'08","'002","'0074","東山里"
"'01","'000","'08","'002","'0075","三玉里"
"'01","'000","'08","'002","'0076","蘭雅里"
"'01","'000","'08","'002","'0077","蘭興里"
"'01","'000","'08","'002","'0078","天福里"
"'01","'000","'08","'002","'0079","天祿里"
"'01","'000","'08","'002","'0080","天壽里"
"'01","'000","'08","'002","'0081","天和里"
"'01","'000","'08","'002","'0082","天山里"
"'01","'000","'08","'002","'0083","天玉里"
"'01","'000","'08","'002","'0084","天母里"
"'01","'000","'08","'002","'0085","永福里"
"'01","'000","'08","'002","'0086","公館里"
"'01","'000","'08","'002","'0087","新安里"
"'01","'000","'08","'002","'0088","陽明里"
"'01","'000","'08","'002","'0089","菁山里"
"'01","'000","'08","'002","'0090","平等里"
"'01","'000","'08","'002","'0091","溪山里"
