1,中國國民黨
2,民主進步黨
3,親民黨
4,台灣團結聯盟
5,新黨
6,建國黨
7,綠黨
8,臺灣慧行志工黨
9,大中華統一陣線
10,台灣吾黨
11,全國民主非政黨聯盟
99,無
