"1","中國國民黨"
"16","民主進步黨"
"33","勞動黨"
"79","綠黨"
"90","親民黨"
"95","台灣團結聯盟"
"113","中華統一促進黨"
"121","客家黨"
"127","台灣國民黨"
"132","大道慈悲濟世黨"
"999","無黨籍及未經政黨推薦"
