"1","31","詹澈","'1","'0431003","58","臺灣省","大專","N"," "
"1","32","吳陳瓊秋","'2","'0420921","59","臺南市","高中","N"," "
"1","33","吳威志","'1","'0540414","47","臺灣省","博士","N"," "
"1","34","顏嬋娟","'2","'0380115","63","臺北市","大專","N"," "
"16","1","陳節如","'2","'0330303","68","臺灣省","高中","Y","*"
"16","2","柯建銘","'1","'0400908","61","臺灣省","大專","Y","*"
"16","3","吳宜臻","'2","'0590423","42","新北市","碩士","N","*"
"16","4","李應元","'1","'0420316","59","臺灣省","博士","N","*"
"16","5","田秋堇","'2","'0430527","58","臺北市","大專","Y","*"
"16","6","蔡煌瑯","'1","'0490705","52","臺灣省","大專","Y","*"
"16","7","蕭美琴","'2","'0600807","41","其他","碩士","N","*"
"16","8","陳其邁","'1","'0531223","48","臺灣省","碩士","N","*"
"16","9","鄭麗君","'2","'0580619","43","臺北市","碩士","N","*"
"16","10","段宜康","'1","'0521114","49","臺北市","大專","N","*"
"16","11","尤美女","'2","'0440129","57","臺灣省","碩士","N","*"
"16","12","吳秉叡","'1","'0551007","46","臺灣省","碩士","N","*"
"16","13","薛凌","'2","'0430102","58","臺中市","其他","Y","*"
"16","14","余天","'1","'0370301","64","臺灣省","高中","Y"," "
"16","15","翁金珠","'2","'0360131","65","臺灣省","碩士","Y"," "
"16","16","游錫堃","'1","'0370425","64","臺灣省","大專","N"," "
"16","17","陳瑩","'2","'0611115","40","臺灣省","碩士","Y"," "
"16","18","蘇貞昌","'1","'0360728","65","臺灣省","大專","N"," "
"16","19","黃淑英","'2","'0400412","61","臺北市","碩士","Y"," "
"16","20","謝長廷","'1","'0350518","66","臺北市","碩士","N"," "
"16","21","楊芳婉","'2","'0450227","56","臺灣省","碩士","N"," "
"16","22","蔡同榮","'1","'0240613","77","臺灣省","博士","Y"," "
"16","23","卓春英","'2","'0440210","57","高雄市","博士","N"," "
"16","24","趙永清","'1","'0461109","55","新北市","碩士","N"," "
"16","25","謝欣霓","'2","'0600910","41","臺北市","碩士","N"," "
"16","26","施義芳","'1","'0510210","50","臺灣省","碩士","N"," "
"16","27","余莓莓","'2","'0530714","48","臺北市","博士","N"," "
"16","28","陳景峻","'1","'0450615","56","新北市","碩士","N"," "
"16","29","陳秀惠","'2","'0510507","50","臺灣省","大專","N"," "
"16","30","賴萬枝","'1","'0420827","59","新北市","高中","N"," "
"16","31","尹伶瑛","'2","'0461027","55","臺灣省","碩士","N"," "
"16","32","戴振耀","'1","'0370402","64","高雄市","高中","N"," "
"16","33","涂醒哲","'1","'0400617","61","臺灣省","博士","Y"," "
"74","1","郁慕明","'1","'0290719","72","其他","碩士","N"," "
"74","2","王鴻薇","'2","'0530710","48","臺灣省","大專","N"," "
"74","3","王亞男","'2","'0410125","60","臺灣省","博士","N"," "
"74","4","高家俊","'1","'0390122","62","臺灣省","博士","N"," "
"74","5","陳麗玲","'2","'0580727","43","臺灣省","大專","N"," "
"74","6","戴德成","'1","'0510414","50","金馬地區","高中","N"," "
"79","1","賴美惠","'2","'0620616","39","臺灣省","大專","N"," "
"79","2","鍾寶珠","'2","'0550203","46","臺灣省","大專","N"," "
"90","1","李桐豪","'1","'0441007","57","新北市","博士","N","*"
"90","2","張曉風","'2","'0300329","71","其他","大專","N","*"
"90","3","傅學鵬","'1","'0400404","61","臺灣省","高中","N"," "
"90","4","陳怡潔","'2","'0680909","33","臺北市","博士","N"," "
"90","5","林錫維","'1","'0400506","61","臺灣省","大專","N"," "
"90","6","何偉真","'2","'0400104","61","臺中市","博士","N"," "
"90","7","傅慰孤","'1","'0320607","69","其他","碩士","N"," "
"90","8","鄭美蘭","'2","'0461028","55","臺灣省","大專","N"," "
"90","9","胡祖慶","'1","'0511119","50","臺北市","博士","N"," "
"90","10","李培芬","'2","'0560613","45","臺南市","碩士","N"," "
"90","11","任睦杉","'1","'0531108","48","臺北市","高中","N"," "
"90","12","高士晴","'2","'0660331","35","其他","大專","N"," "
"90","13","李繼生","'1","'0400918","61","臺灣省","高中","N"," "
"90","14","李蕙蕙","'2","'0520820","49","高雄市","高中","N"," "
"90","15","劉瀚宇","'1","'0420825","59","臺北市","博士","N"," "
"90","16","周怡廷","'2","'0601025","41","臺灣省","高中","N"," "
"90","17","陳振訓","'1","'0451029","56","臺灣省","碩士","N"," "
"90","18","余書華","'2","'0500204","51","臺灣省","大專","N"," "
"95","1","許忠信","'1","'0540601","47","臺南市","博士","N","*"
"95","2","黃文玲","'2","'0580811","43","臺北市","碩士","N","*"
"95","3","黃昆輝","'1","'0251108","76","臺灣省","博士","N","-"
"95","4","林世嘉","'2","'0580415","43","臺中市","碩士","N","!"
"95","5","賴振昌","'1","'0470115","54","臺北市","博士","N"," "
"95","6","葉津鈴","'2","'0360314","65","臺灣省","高中","N"," "
"95","7","劉國隆","'1","'0481126","53","臺中市","碩士","N"," "
"95","8","周倪安","'2","'0611007","40","臺北市","碩士","N"," "
"95","9","高基讚","'1","'0461113","55","臺中市","大專","N"," "
"95","10","丁玉玲","'2","'0431120","58","臺灣省","高中","N"," "
"133","1","陳嘉君","'2","'0570218","44","臺中市","大專","N"," "
"133","2","姚立明","'1","'0410115","60","臺北市","博士","N"," "
"133","3","張裕泰","'1","'0410403","60","臺北市","博士","N"," "
"133","4","許達夫","'1","'0380402","63","臺北市","其他","N"," "
"133","5","黃惠君","'2","'0551206","46","臺灣省","碩士","N"," "
"153","1","許榮淑","'2","'0281227","73","臺灣省","碩士","N"," "
"153","2","林守一","'1","'0401010","61","臺灣省","其他","N"," "
"166","1","姜水浪","'1","'0460228","55","臺灣省","大專","N"," "
"166","2","陳膺涵","'2","'0550721","46","新北市","高中","N"," "
"166","3","何棋生","'1","'0431218","58","臺灣省","大專","N"," "
"166","4","陳俞蓁","'2","'0550529","46","臺灣省","高中","N"," "
"166","5","温程顯","'1","'0490919","52","高雄市","高中","N"," "
"166","6","顏文儷","'2","'0570510","44","臺北市","高中","N"," "
"166","7","林能達","'1","'0460905","55","臺灣省","高中","N"," "
"166","8","王小玉","'2","'0411124","60","臺灣省","其他","N"," "
"189","1","梅峯","'1","'0461214","55","高雄市","大專","N"," "
"189","2","廖美燕","'2","'0481018","53","臺中市","其他","N"," "
"189","3","王老養","'1","'0380210","63","臺南市","其他","N"," "
"195","1","黃千明","'1","'0311007","70","臺灣省","碩士","N"," "
"195","2","王戴春滿","'2","'0300703","71","臺中市","其他","N"," "
"195","3","陳祖祥","'1","'0650804","36","臺北市","大專","N"," "
"195","4","黃馨主","'2","'0630812","38","臺北市","其他","N"," "
"195","5","謝正一","'1","'0321215","69","其他","其他","N"," "
"195","6","康淑敏","'2","'0480625","53","高雄市","大專","N"," "
