"1","1","王金平","'1","'0300317","71","高雄市","大專","Y","*"
"1","2","王育敏","'2","'0600411","41","臺灣省","碩士","N","*"
"1","3","曾巨威","'1","'0400904","61","臺灣省","博士","N","*"
"1","4","楊玉欣","'2","'0631231","38","臺灣省","大專","N","*"
"1","5","邱文彥","'1","'0420717","59","臺灣省","博士","N","*"
"1","6","洪秀柱","'2","'0370407","64","臺北市","碩士","Y","*"
"1","7","吳育仁","'1","'0580205","43","臺灣省","博士","N","*"
"1","8","潘維剛","'2","'0460331","55","臺灣省","博士","Y","*"
"1","9","陳鎮湘","'1","'0311010","70","其他","大專","N","*"
"1","10","李貴敏","'2","'0481211","53","臺北市","博士","N","*"
"1","11","蘇清泉","'1","'0460805","55","臺灣省","博士","N","*"
"1","12","陳碧涵","'2","'0491015","52","臺灣省","博士","N","*"
"1","13","詹凱臣","'1","'0400511","61","臺北市","大專","N","*"
"1","14","徐少萍","'2","'0300516","71","其他","大專","Y","*"
"1","15","紀國棟","'1","'0490516","52","臺灣省","碩士","Y","*"
"1","16","陳淑慧","'2","'0461006","55","高雄市","碩士","Y","*"
"1","17","尹啟銘","'1","'0410602","60","臺南市","博士","N"," "
"1","18","詹滿容","'2","'0450609","56","臺北市","博士","N"," "
"1","19","楊志良","'1","'0350312","66","臺北市","博士","N"," "
"1","20","許宇甄","'2","'0571020","44","臺北市","碩士","N"," "
"1","21","吳清池","'1","'0380520","63","新北市","高中","Y"," "
"1","22","王美只","'2","'0400214","61","臺南市","碩士","N"," "
"1","23","林萬福","'1","'0420528","59","新北市","高中","N"," "
"1","24","張瓊玲","'2","'0541007","47","臺北市","博士","N"," "
"1","25","簡明哲","'1","'0490911","52","臺灣省","博士","N"," "
"1","26","賴素如","'2","'0530323","48","臺北市","博士","N"," "
"1","27","徐德馨","'1","'0431025","58","臺灣省","高中","N"," "
"1","28","華真","'2","'0550407","46","臺灣省","碩士","N"," "
"1","29","李德維","'1","'0580901","43","臺中市","碩士","N"," "
"1","30","邱素蘭","'2","'0430208","58","臺南市","大專","N"," "
