"'01","'000","'07","'001","'0001","1","1","0","0"," "
"'01","'000","'07","'001","'0001","1","2","0","0"," "
"'01","'000","'07","'001","'0001","1","3","6","85.71","*"
"'01","'000","'07","'001","'0001","1","4","1","14.28"," "
"'01","'000","'07","'001","'0001","2","1","0","0"," "
"'01","'000","'07","'001","'0001","2","2","0","0"," "
"'01","'000","'07","'001","'0001","2","3","0","0","*"
"'01","'000","'07","'001","'0001","2","4","0","0"," "
"'01","'000","'07","'001","'0002","3","1","0","0"," "
"'01","'000","'07","'001","'0002","3","2","0","0"," "
"'01","'000","'07","'001","'0002","3","3","1","100","*"
"'01","'000","'07","'001","'0002","3","4","0","0"," "
"'01","'000","'07","'001","'0002","4","1","0","0"," "
"'01","'000","'07","'001","'0002","4","2","0","0"," "
"'01","'000","'07","'001","'0002","4","3","0","0","*"
"'01","'000","'07","'001","'0002","4","4","0","0"," "
"'01","'000","'07","'001","'0002","5","1","0","0"," "
"'01","'000","'07","'001","'0002","5","2","0","0"," "
"'01","'000","'07","'001","'0002","5","3","0","0","*"
"'01","'000","'07","'001","'0002","5","4","0","0"," "
"'01","'000","'07","'001","'0003","6","1","0","0"," "
"'01","'000","'07","'001","'0003","6","2","0","0"," "
"'01","'000","'07","'001","'0003","6","3","0","0","*"
"'01","'000","'07","'001","'0003","6","4","0","0"," "
"'01","'000","'07","'001","'0003","7","1","1","11.11"," "
"'01","'000","'07","'001","'0003","7","2","3","33.33"," "
"'01","'000","'07","'001","'0003","7","3","3","33.33","*"
"'01","'000","'07","'001","'0003","7","4","2","22.22"," "
"'01","'000","'07","'001","'0003","8","1","0","0"," "
"'01","'000","'07","'001","'0003","8","2","0","0"," "
"'01","'000","'07","'001","'0003","8","3","0","0","*"
"'01","'000","'07","'001","'0003","8","4","0","0"," "
"'01","'000","'07","'001","'0004","9","1","0","0"," "
"'01","'000","'07","'001","'0004","9","2","0","0"," "
"'01","'000","'07","'001","'0004","9","3","0","0","*"
"'01","'000","'07","'001","'0004","9","4","0","0"," "
"'01","'000","'07","'001","'0004","10","1","0","0"," "
"'01","'000","'07","'001","'0004","10","2","0","0"," "
"'01","'000","'07","'001","'0004","10","3","0","0","*"
"'01","'000","'07","'001","'0004","10","4","0","0"," "
"'01","'000","'07","'001","'0004","11","1","2","40"," "
"'01","'000","'07","'001","'0004","11","2","0","0"," "
"'01","'000","'07","'001","'0004","11","3","3","60","*"
"'01","'000","'07","'001","'0004","11","4","0","0"," "
"'01","'000","'07","'001","'0004","12","1","0","0"," "
"'01","'000","'07","'001","'0004","12","2","0","0"," "
"'01","'000","'07","'001","'0004","12","3","0","0","*"
"'01","'000","'07","'001","'0004","12","4","0","0"," "
"'01","'000","'07","'001","'0005","13","1","0","0"," "
