05,000,03,000,0000,0000,1,1448,2.22,
05,000,03,001,0000,0000,1,112,1.25,
05,000,03,002,0000,0000,1,559,13.56,
05,000,03,003,0000,0000,1,200,5.53,
05,000,03,004,0000,0000,1,36,1.16,
05,000,03,005,0000,0000,1,0,0.00,
05,000,03,006,0000,0000,1,164,1.40,
05,000,03,007,0000,0000,1,117,2.02,
05,000,03,008,0000,0000,1,57,0.95,
05,000,03,009,0000,0000,1,67,0.95,
05,000,03,010,0000,0000,1,0,0.00,
05,000,03,011,0000,0000,1,48,2.74,
05,000,03,012,0000,0000,1,0,0.00,
05,000,03,013,0000,0000,1,0,0.00,
05,000,03,014,0000,0000,1,27,0.91,
05,000,03,015,0000,0000,1,15,1.00,
05,000,03,016,0000,0000,1,32,0.50,
05,000,03,017,0000,0000,1,14,0.66,
05,000,03,001,0001,0000,1,7,1.31,
05,000,03,001,0002,0000,1,6,0.91,
05,000,03,001,0003,0000,1,5,0.80,
05,000,03,001,0004,0000,1,10,3.89,
05,000,03,001,0005,0000,1,2,0.68,
05,000,03,001,0006,0000,1,5,0.75,
05,000,03,001,0007,0000,1,2,0.33,
05,000,03,001,0008,0000,1,5,0.76,
05,000,03,001,0009,0000,1,10,2.31,
05,000,03,001,0010,0000,1,7,1.04,
05,000,03,001,0011,0000,1,6,1.10,
05,000,03,001,0012,0000,1,2,0.49,
05,000,03,001,0013,0000,1,24,2.63,
05,000,03,001,0014,0000,1,16,1.44,
05,000,03,001,0015,0000,1,5,0.82,
05,000,03,002,0016,0000,1,90,11.78,
05,000,03,002,0017,0000,1,40,6.76,
05,000,03,002,0018,0000,1,70,15.91,
05,000,03,002,0019,0000,1,77,18.33,
05,000,03,002,0020,0000,1,59,15.99,
05,000,03,002,0021,0000,1,131,23.14,
05,000,03,002,0022,0000,1,42,13.86,
05,000,03,002,0023,0000,1,50,7.47,
05,000,03,003,0024,0000,1,37,5.45,
05,000,03,003,0025,0000,1,12,3.26,
05,000,03,003,0026,0000,1,23,6.48,
05,000,03,003,0027,0000,1,38,10.50,
05,000,03,003,0028,0000,1,9,4.57,
05,000,03,003,0029,0000,1,18,6.64,
05,000,03,003,0030,0000,1,2,0.52,
05,000,03,003,0031,0000,1,9,2.10,
05,000,03,003,0032,0000,1,16,4.32,
05,000,03,003,0033,0000,1,36,17.65,
05,000,03,004,0034,0000,1,9,1.29,
05,000,03,004,0035,0000,1,8,1.69,
05,000,03,004,0036,0000,1,3,0.71,
05,000,03,004,0037,0000,1,1,0.35,
05,000,03,004,0038,0000,1,5,0.96,
05,000,03,004,0039,0000,1,4,1.09,
05,000,03,004,0040,0000,1,6,1.78,
05,000,03,005,0041,0000,1,0,0.00,
05,000,03,005,0042,0000,1,0,0.00,
05,000,03,006,0043,0000,1,8,1.03,
05,000,03,006,0044,0000,1,2,1.02,
05,000,03,006,0045,0000,1,3,1.69,
05,000,03,006,0046,0000,1,3,1.48,
05,000,03,006,0047,0000,1,5,2.78,
05,000,03,006,0048,0000,1,28,1.30,
05,000,03,006,0049,0000,1,9,2.45,
05,000,03,006,0050,0000,1,4,1.79,
05,000,03,006,0051,0000,1,3,0.50,
05,000,03,006,0052,0000,1,3,1.18,
05,000,03,006,0053,0000,1,6,1.49,
05,000,03,006,0054,0000,1,3,1.50,
05,000,03,006,0055,0000,1,5,1.26,
05,000,03,006,0056,0000,1,5,0.85,
05,000,03,006,0057,0000,1,20,2.39,
05,000,03,006,0058,0000,1,12,2.42,
05,000,03,006,0059,0000,1,5,1.02,
05,000,03,006,0060,0000,1,11,0.84,
05,000,03,006,0061,0000,1,9,1.36,
05,000,03,006,0062,0000,1,7,1.29,
05,000,03,006,0063,0000,1,10,2.52,
05,000,03,006,0064,0000,1,3,1.65,
05,000,03,006,0065,0000,1,0,0.00,
05,000,03,007,0066,0000,1,18,3.24,
05,000,03,007,0067,0000,1,11,1.91,
05,000,03,007,0068,0000,1,27,2.19,
05,000,03,007,0069,0000,1,4,1.37,
05,000,03,007,0070,0000,1,5,0.83,
05,000,03,007,0071,0000,1,9,2.78,
05,000,03,007,0072,0000,1,6,1.73,
05,000,03,007,0073,0000,1,8,1.28,
05,000,03,007,0074,0000,1,22,2.90,
05,000,03,007,0075,0000,1,7,1.49,
05,000,03,008,0076,0000,1,7,1.49,
05,000,03,008,0077,0000,1,1,0.20,
05,000,03,008,0078,0000,1,7,2.18,
05,000,03,008,0079,0000,1,12,1.93,
05,000,03,008,0080,0000,1,4,0.56,
05,000,03,008,0081,0000,1,6,0.86,
05,000,03,008,0082,0000,1,4,1.02,
05,000,03,008,0083,0000,1,2,0.73,
05,000,03,008,0084,0000,1,5,1.09,
05,000,03,008,0085,0000,1,2,0.54,
05,000,03,008,0086,0000,1,5,1.36,
05,000,03,008,0087,0000,1,2,0.26,
05,000,03,009,0088,0000,1,2,0.53,
