1,中國國民黨
2,民主進步黨
3,親民黨
4,台灣團結聯盟
5,新黨
6,綠黨
7,無黨團結聯盟
8,中國民眾黨
9,保護台灣大聯盟
10,台灣建國聯盟
11,中國民眾黨
99,無
