"1","中國國民黨"
"15","勞動黨"
"16","民主進步黨"
"74","新黨"
"79","綠黨"
"90","親民黨"
"95","台灣團結聯盟"
"106","無黨團結聯盟"
"113","中華統一促進黨"
"153","人民最大黨"
"166","台灣主義黨"
"169","大道人民黨"
"179","華聲黨"
"190","台灣民族黨"
"196","教科文預算保障e聯盟"
"199","人民民主陣線"
"202","臺灣建國黨"
"209","聯合黨"
"210","三等國民公義人權自救黨"
"234","台灣第一民族黨"
"254","中華民主向日葵憲政改革聯盟"
"257","天宙和平統一家庭黨"
"259","樹黨"
"999","無黨籍及未經政黨推薦"
