"'00","'000","'01","'000","'0000","1","蔡英文","'16","'2","'0450831","56","臺北市","博士","N"," "," "
"'00","'000","'01","'000","'0000","1","蘇嘉全","'16","'1","'0451022","56","臺灣省","碩士","N","","Y"
"'00","'000","'01","'000","'0000","2","馬英九","'1","'1","'0390713","62","香港","博士","Y","*"," "
"'00","'000","'01","'000","'0000","2","吳敦義","'1","'1","'0370130","64","臺灣省","大專","N","","Y"
"'00","'000","'01","'000","'0000","3","宋楚瑜","'999","'1","'0310316","70","其他","博士","N"," "," "
"'00","'000","'01","'000","'0000","3","林瑞雄","'999","'1","'0291217","72","臺南市","博士","N","","Y"
